new,host,a,soa,ns,status_code,aaaa,cname,mx,caa,cdn,cdn-name,txt,has_internal_ips,internal_ips
[x],r26962283.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 18.205.32.100, 44.210.28.19, 52.21.65.155, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962285.sync.app.asana.com,"34.198.0.228, 54.208.98.190, 54.83.140.242, 44.210.28.19, 18.205.32.100, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962289.sync.app.asana.com,"34.198.0.228, 54.83.140.242, 54.208.98.190, 18.205.32.100, 44.210.28.19, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962290.sync.app.asana.com,"52.21.65.155, 54.208.98.190, 34.198.0.228, 18.205.32.100, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962292.sync.app.asana.com,"44.210.28.19, 52.21.65.155, 54.83.140.242, 54.208.98.190, 18.205.32.100, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962293.sync.app.asana.com,"44.210.28.19, 18.205.32.100, 54.83.140.242, 54.208.98.190, 34.198.0.228, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962294.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 44.210.28.19, 18.205.32.100, 54.208.98.190, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26962295.sync.app.asana.com,"54.208.98.190, 34.198.0.228, 54.83.140.242, 18.205.32.100, 44.210.28.19, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962296.sync.app.asana.com,"44.210.28.19, 54.83.140.242, 52.21.65.155, 54.208.98.190, 18.205.32.100, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962297.sync.app.asana.com,"54.83.140.242, 54.208.98.190, 18.205.32.100, 34.198.0.228, 44.210.28.19, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962298.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 54.208.98.190, 34.198.0.228, 54.83.140.242, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962299.sync.app.asana.com,"54.208.98.190, 52.21.65.155, 34.198.0.228, 54.83.140.242, 44.210.28.19, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26962301.sync.app.asana.com,"54.83.140.242, 44.210.28.19, 52.21.65.155, 18.205.32.100, 34.198.0.228, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962302.sync.app.asana.com,"44.210.28.19, 54.83.140.242, 54.208.98.190, 34.198.0.228, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962303.sync.app.asana.com,"54.83.140.242, 44.210.28.19, 54.208.98.190, 18.205.32.100, 52.21.65.155, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962304.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 18.205.32.100, 34.198.0.228, 52.21.65.155, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962305.sync.app.asana.com,"18.205.32.100, 54.208.98.190, 52.21.65.155, 34.198.0.228, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962306.sync.app.asana.com,"54.83.140.242, 44.210.28.19, 34.198.0.228, 54.208.98.190, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962309.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 54.208.98.190, 44.210.28.19, 54.83.140.242, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962311.sync.app.asana.com,"34.198.0.228, 44.210.28.19, 52.21.65.155, 54.208.98.190, 54.83.140.242, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962312.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 34.198.0.228, 44.210.28.19, 18.205.32.100, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26962313.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 44.210.28.19, 54.208.98.190, 18.205.32.100, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962314.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 44.210.28.19, 34.198.0.228, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26962316.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 54.83.140.242, 54.208.98.190, 34.198.0.228, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26962317.sync.app.asana.com,"54.83.140.242, 54.208.98.190, 18.205.32.100, 34.198.0.228, 44.210.28.19, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26962319.sync.app.asana.com,"18.205.32.100, 54.208.98.190, 44.210.28.19, 34.198.0.228, 52.21.65.155, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963055.sync.app.asana.com,"44.210.28.19, 34.198.0.228, 18.205.32.100, 54.208.98.190, 52.21.65.155, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963700.sync.app.asana.com,"52.21.65.155, 34.198.0.228, 18.205.32.100, 54.208.98.190, 54.83.140.242, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963701.sync.app.asana.com,"54.83.140.242, 18.205.32.100, 52.21.65.155, 44.210.28.19, 54.208.98.190, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963702.sync.app.asana.com,"52.21.65.155, 54.208.98.190, 44.210.28.19, 18.205.32.100, 34.198.0.228, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963703.sync.app.asana.com,"18.205.32.100, 44.210.28.19, 54.208.98.190, 34.198.0.228, 52.21.65.155, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963704.sync.app.asana.com,"54.83.140.242, 54.208.98.190, 18.205.32.100, 34.198.0.228, 44.210.28.19, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963705.sync.app.asana.com,"44.210.28.19, 52.21.65.155, 34.198.0.228, 18.205.32.100, 54.208.98.190, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963706.sync.app.asana.com,"18.205.32.100, 52.21.65.155, 54.83.140.242, 34.198.0.228, 44.210.28.19, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963708.sync.app.asana.com,"34.198.0.228, 54.208.98.190, 18.205.32.100, 52.21.65.155, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963709.sync.app.asana.com,"18.205.32.100, 54.83.140.242, 44.210.28.19, 34.198.0.228, 52.21.65.155, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963710.sync.app.asana.com,"54.208.98.190, 44.210.28.19, 52.21.65.155, 34.198.0.228, 54.83.140.242, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963711.sync.app.asana.com,"18.205.32.100, 34.198.0.228, 54.208.98.190, 54.83.140.242, 44.210.28.19, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963713.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 44.210.28.19, 54.83.140.242, 34.198.0.228, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963714.sync.app.asana.com,"34.198.0.228, 54.208.98.190, 52.21.65.155, 54.83.140.242, 18.205.32.100, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963715.sync.app.asana.com,"54.83.140.242, 52.21.65.155, 44.210.28.19, 18.205.32.100, 34.198.0.228, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963716.sync.app.asana.com,"54.208.98.190, 52.21.65.155, 44.210.28.19, 18.205.32.100, 54.83.140.242, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963718.sync.app.asana.com,"18.205.32.100, 34.198.0.228, 52.21.65.155, 54.83.140.242, 54.208.98.190, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963719.sync.app.asana.com,"34.198.0.228, 52.21.65.155, 54.208.98.190, 54.83.140.242, 44.210.28.19, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963720.sync.app.asana.com,"18.205.32.100, 54.208.98.190, 54.83.140.242, 52.21.65.155, 34.198.0.228, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963721.sync.app.asana.com,"54.83.140.242, 34.198.0.228, 18.205.32.100, 44.210.28.19, 52.21.65.155, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963722.sync.app.asana.com,"54.83.140.242, 44.210.28.19, 34.198.0.228, 54.208.98.190, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963723.sync.app.asana.com,"52.21.65.155, 54.208.98.190, 18.205.32.100, 54.83.140.242, 44.210.28.19, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963724.sync.app.asana.com,"54.83.140.242, 54.208.98.190, 34.198.0.228, 44.210.28.19, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963726.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 54.208.98.190, 34.198.0.228, 44.210.28.19, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963727.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 44.210.28.19, 18.205.32.100, 34.198.0.228, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963728.sync.app.asana.com,"34.198.0.228, 18.205.32.100, 44.210.28.19, 54.208.98.190, 54.83.140.242, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963729.sync.app.asana.com,"44.210.28.19, 52.21.65.155, 18.205.32.100, 34.198.0.228, 54.83.140.242, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963730.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 54.208.98.190, 18.205.32.100, 34.198.0.228, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963731.sync.app.asana.com,"34.198.0.228, 18.205.32.100, 54.83.140.242, 44.210.28.19, 54.208.98.190, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963732.sync.app.asana.com,"18.205.32.100, 34.198.0.228, 54.208.98.190, 44.210.28.19, 52.21.65.155, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963733.sync.app.asana.com,"54.83.140.242, 18.205.32.100, 34.198.0.228, 44.210.28.19, 52.21.65.155, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963734.sync.app.asana.com,"34.198.0.228, 44.210.28.19, 52.21.65.155, 54.83.140.242, 54.208.98.190, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963735.sync.app.asana.com,"34.198.0.228, 44.210.28.19, 54.83.140.242, 54.208.98.190, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963736.sync.app.asana.com,"18.205.32.100, 34.198.0.228, 54.208.98.190, 54.83.140.242, 52.21.65.155, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963737.sync.app.asana.com,"34.198.0.228, 52.21.65.155, 54.208.98.190, 44.210.28.19, 54.83.140.242, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963738.sync.app.asana.com,"18.205.32.100, 54.208.98.190, 44.210.28.19, 54.83.140.242, 34.198.0.228, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963739.sync.app.asana.com,"44.210.28.19, 54.83.140.242, 54.208.98.190, 52.21.65.155, 18.205.32.100, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963740.sync.app.asana.com,"54.208.98.190, 34.198.0.228, 52.21.65.155, 18.205.32.100, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963741.sync.app.asana.com,"54.83.140.242, 44.210.28.19, 52.21.65.155, 18.205.32.100, 54.208.98.190, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963742.sync.app.asana.com,"52.21.65.155, 34.198.0.228, 18.205.32.100, 54.208.98.190, 54.83.140.242, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963743.sync.app.asana.com,"18.205.32.100, 54.208.98.190, 52.21.65.155, 44.210.28.19, 54.83.140.242, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963744.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 34.198.0.228, 54.208.98.190, 18.205.32.100, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963745.sync.app.asana.com,"54.208.98.190, 44.210.28.19, 52.21.65.155, 34.198.0.228, 18.205.32.100, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963746.sync.app.asana.com,"34.198.0.228, 44.210.28.19, 18.205.32.100, 52.21.65.155, 54.83.140.242, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963747.sync.app.asana.com,"34.198.0.228, 54.83.140.242, 44.210.28.19, 54.208.98.190, 52.21.65.155, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963750.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 18.205.32.100, 54.208.98.190, 44.210.28.19, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963751.sync.app.asana.com,"54.208.98.190, 18.205.32.100, 52.21.65.155, 34.198.0.228, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963752.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 52.21.65.155, 34.198.0.228, 18.205.32.100, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963753.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 18.205.32.100, 44.210.28.19, 52.21.65.155, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26963754.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 44.210.28.19, 34.198.0.228, 54.208.98.190, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963756.sync.app.asana.com,"44.210.28.19, 52.21.65.155, 34.198.0.228, 18.205.32.100, 54.208.98.190, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963757.sync.app.asana.com,"54.208.98.190, 52.21.65.155, 34.198.0.228, 54.83.140.242, 18.205.32.100, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26963759.sync.app.asana.com,"18.205.32.100, 54.83.140.242, 52.21.65.155, 54.208.98.190, 34.198.0.228, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26974989.sync.app.asana.com,"54.83.140.242, 54.208.98.190, 44.210.28.19, 18.205.32.100, 34.198.0.228, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26975012.sync.app.asana.com,"54.208.98.190, 52.21.65.155, 54.83.140.242, 44.210.28.19, 34.198.0.228, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975045.sync.app.asana.com,"52.21.65.155, 54.83.140.242, 54.208.98.190, 18.205.32.100, 34.198.0.228, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975047.sync.app.asana.com,"18.205.32.100, 54.208.98.190, 44.210.28.19, 52.21.65.155, 34.198.0.228, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975066.sync.app.asana.com,"34.198.0.228, 54.208.98.190, 44.210.28.19, 54.83.140.242, 18.205.32.100, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975085.sync.app.asana.com,"18.205.32.100, 54.83.140.242, 54.208.98.190, 34.198.0.228, 52.21.65.155, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26975102.sync.app.asana.com,"34.198.0.228, 52.21.65.155, 54.208.98.190, 54.83.140.242, 18.205.32.100, 44.210.28.19","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975120.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 54.208.98.190, 34.198.0.228, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975123.sync.app.asana.com,"44.210.28.19, 54.208.98.190, 54.83.140.242, 18.205.32.100, 52.21.65.155, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975159.sync.app.asana.com,"18.205.32.100, 54.83.140.242, 44.210.28.19, 52.21.65.155, 34.198.0.228, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975161.sync.app.asana.com,"52.21.65.155, 18.205.32.100, 54.83.140.242, 34.198.0.228, 44.210.28.19, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26975174.sync.app.asana.com,,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975200.sync.app.asana.com,"54.83.140.242, 18.205.32.100, 44.210.28.19, 52.21.65.155, 34.198.0.228, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975216.sync.app.asana.com,"54.208.98.190, 52.21.65.155, 34.198.0.228, 18.205.32.100, 44.210.28.19, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975229.sync.app.asana.com,"18.205.32.100, 52.21.65.155, 34.198.0.228, 54.83.140.242, 44.210.28.19, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975238.sync.app.asana.com,"44.210.28.19, 34.198.0.228, 54.208.98.190, 52.21.65.155, 18.205.32.100, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-1105.awsdns-10.org, ns-1990.awsdns-56.co.uk, ns-236.awsdns-29.com, ns-810.awsdns-37.net",NOERROR,,,,,,,,,
[x],r26975272.sync.app.asana.com,"18.205.32.100, 44.210.28.19, 34.198.0.228, 52.21.65.155, 54.208.98.190, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975276.sync.app.asana.com,"54.208.98.190, 34.198.0.228, 18.205.32.100, 44.210.28.19, 52.21.65.155, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975314.sync.app.asana.com,"44.210.28.19, 54.208.98.190, 34.198.0.228, 52.21.65.155, 18.205.32.100, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975329.sync.app.asana.com,"52.21.65.155, 34.198.0.228, 18.205.32.100, 44.210.28.19, 54.208.98.190, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975337.sync.app.asana.com,"54.208.98.190, 18.205.32.100, 34.198.0.228, 44.210.28.19, 52.21.65.155, 54.83.140.242","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975352.sync.app.asana.com,"34.198.0.228, 44.210.28.19, 52.21.65.155, 54.208.98.190, 54.83.140.242, 18.205.32.100","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975386.sync.app.asana.com,"44.210.28.19, 34.198.0.228, 54.83.140.242, 54.208.98.190, 18.205.32.100, 52.21.65.155","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975390.sync.app.asana.com,"44.210.28.19, 18.205.32.100, 34.198.0.228, 52.21.65.155, 54.83.140.242, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975428.sync.app.asana.com,"54.208.98.190, 54.83.140.242, 52.21.65.155, 18.205.32.100, 44.210.28.19, 34.198.0.228","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],r26975442.sync.app.asana.com,"18.205.32.100, 52.21.65.155, 44.210.28.19, 34.198.0.228, 54.83.140.242, 54.208.98.190","ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
