new,host,a,aaaa,soa,status_code,cname,mx,txt,caa,cdn,cdn-name,ns
[x],internal-db2-origin.survey.sidn.nl,"52.85.151.113, 52.85.151.75, 52.85.151.22, 52.85.151.94","2600:9000:201e:ea00:19:1a16:9840:93a1, 2600:9000:201e:4e00:19:1a16:9840:93a1, 2600:9000:201e:9800:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:600:19:1a16:9840:93a1, 2600:9000:201e:4200:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:3600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],internal-v1-web01docs.survey.sidn.nl,"13.32.121.101, 13.32.121.42, 13.32.121.90, 13.32.121.91","2600:9000:236e:be00:19:1a16:9840:93a1, 2600:9000:2240:1800:19:1a16:9840:93a1, 2600:9000:2240:2e00:19:1a16:9840:93a1, 2600:9000:2240:4a00:19:1a16:9840:93a1, 2600:9000:2240:7a00:19:1a16:9840:93a1, 2600:9000:2240:7c00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:2400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],internal-v3engineering.survey.sidn.nl,"143.204.231.72, 143.204.231.39, 143.204.231.121, 143.204.231.34","2600:9000:2113:d000:19:1a16:9840:93a1, 2600:9000:2113:9e00:19:1a16:9840:93a1, 2600:9000:2113:f200:19:1a16:9840:93a1, 2600:9000:2113:2400:19:1a16:9840:93a1, 2600:9000:2113:e00:19:1a16:9840:93a1, 2600:9000:2113:dc00:19:1a16:9840:93a1, 2600:9000:2113:f800:19:1a16:9840:93a1, 2600:9000:2113:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],internalaccess-video.survey.sidn.nl,"108.157.214.29, 108.157.214.20, 108.157.214.4, 108.157.214.40","2600:9000:2334:a200:19:1a16:9840:93a1, 2600:9000:2334:6600:19:1a16:9840:93a1, 2600:9000:2334:3600:19:1a16:9840:93a1, 2600:9000:2334:f400:19:1a16:9840:93a1, 2600:9000:2334:2800:19:1a16:9840:93a1, 2600:9000:2334:9c00:19:1a16:9840:93a1, 2600:9000:2334:7800:19:1a16:9840:93a1, 2600:9000:2334:6c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],internalm.survey.sidn.nl,,"2600:9000:21c7:cc00:19:1a16:9840:93a1, 2600:9000:21c7:c000:19:1a16:9840:93a1, 2600:9000:21c7:7200:19:1a16:9840:93a1, 2600:9000:21c7:d200:19:1a16:9840:93a1, 2600:9000:21c7:9000:19:1a16:9840:93a1, 2600:9000:21c7:d800:19:1a16:9840:93a1, 2600:9000:21c7:400:19:1a16:9840:93a1, 2600:9000:21c7:3400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],intl-sysmat-intl.survey.sidn.nl,"13.32.121.101, 13.32.121.90, 13.32.121.42, 13.32.121.91","2600:9000:236e:2400:19:1a16:9840:93a1, 2600:9000:236e:fa00:19:1a16:9840:93a1, 2600:9000:236e:c00:19:1a16:9840:93a1, 2600:9000:236e:2c00:19:1a16:9840:93a1, 2600:9000:2240:4000:19:1a16:9840:93a1, 2600:9000:2240:d000:19:1a16:9840:93a1, 2600:9000:236e:5c00:19:1a16:9840:93a1, 2600:9000:236e:2a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],ip.sidn.nl,212.114.120.63,2001:7b8:62b:1:212:114:120:63,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ipv4-c002-lba001-bt-isp.survey.sidn.nl,"108.157.214.40, 108.157.214.4, 108.157.214.29, 108.157.214.20","2600:9000:2334:8c00:19:1a16:9840:93a1, 2600:9000:2334:2400:19:1a16:9840:93a1, 2600:9000:2334:1a00:19:1a16:9840:93a1, 2600:9000:2334:a600:19:1a16:9840:93a1, 2600:9000:2334:9800:19:1a16:9840:93a1, 2600:9000:2334:8600:19:1a16:9840:93a1, 2600:9000:2334:e000:19:1a16:9840:93a1, 2600:9000:2334:4a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],ipv4-c056-nyc005-ix.survey.sidn.nl,"13.32.121.42, 13.32.121.91, 13.32.121.101, 13.32.121.90","2600:9000:236e:a800:19:1a16:9840:93a1, 2600:9000:2240:f400:19:1a16:9840:93a1, 2600:9000:2240:da00:19:1a16:9840:93a1, 2600:9000:236e:c200:19:1a16:9840:93a1, 2600:9000:2240:3400:19:1a16:9840:93a1, 2600:9000:236e:3400:19:1a16:9840:93a1, 2600:9000:236e:e600:19:1a16:9840:93a1, 2600:9000:2240:7800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],ipv4-c075-mci001-ix.survey.sidn.nl,"13.32.121.42, 13.32.121.91, 13.32.121.101, 13.32.121.90","2600:9000:2240:f600:19:1a16:9840:93a1, 2600:9000:2240:6000:19:1a16:9840:93a1, 2600:9000:236e:4c00:19:1a16:9840:93a1, 2600:9000:236e:8000:19:1a16:9840:93a1, 2600:9000:2240:ce00:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:2600:19:1a16:9840:93a1, 2600:9000:2240:d800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],ipv4-c334-dfw001-ix.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90",,"ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],ipv4.sidn.nl,212.114.120.63,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],ipv6.sidn.nl,,2001:7b8:62b:1:212:114:120:63,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],irma.sidn.nl,94.198.154.167,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],jaarverslag-a.sidn.nl,212.114.120.67,2001:7b8:62b:1:212:114:120:67,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],jaarverslag.sidn.nl,,2001:7b8:62b:1:212:114:120:63,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],jenkins-confluencedefaultproduction.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],jenkins-test-salesbetatemp-exchangedns.survey.sidn.nl,"108.157.214.20, 108.157.214.29, 108.157.214.4, 108.157.214.40","2600:9000:2334:4400:19:1a16:9840:93a1, 2600:9000:2334:3000:19:1a16:9840:93a1, 2600:9000:2334:6800:19:1a16:9840:93a1, 2600:9000:2334:200:19:1a16:9840:93a1, 2600:9000:2334:da00:19:1a16:9840:93a1, 2600:9000:2334:5c00:19:1a16:9840:93a1, 2600:9000:2334:cc00:19:1a16:9840:93a1, 2600:9000:2334:6200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],jenkinsuselessweb.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:6600:19:1a16:9840:93a1, 2600:9000:2240:8a00:19:1a16:9840:93a1, 2600:9000:2240:3800:19:1a16:9840:93a1, 2600:9000:2240:6e00:19:1a16:9840:93a1, 2600:9000:236e:f400:19:1a16:9840:93a1, 2600:9000:2240:4800:19:1a16:9840:93a1, 2600:9000:2240:1600:19:1a16:9840:93a1, 2600:9000:2240:ce00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],jrss-215-70-105-80.survey.sidn.nl,"18.244.140.119, 18.244.140.36, 18.244.140.70, 18.244.140.68","2600:9000:21c7:8e00:19:1a16:9840:93a1, 2600:9000:21c7:3600:19:1a16:9840:93a1, 2600:9000:21c7:4400:19:1a16:9840:93a1, 2600:9000:21c7:5600:19:1a16:9840:93a1, 2600:9000:21c7:cc00:19:1a16:9840:93a1, 2600:9000:21c7:c00:19:1a16:9840:93a1, 2600:9000:21c7:8c00:19:1a16:9840:93a1, 2600:9000:21c7:4e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],lapp44.survey.sidn.nl,"13.32.121.90, 13.32.121.91, 13.32.121.101, 13.32.121.42","2600:9000:2240:9c00:19:1a16:9840:93a1, 2600:9000:236e:ba00:19:1a16:9840:93a1, 2600:9000:2240:a00:19:1a16:9840:93a1, 2600:9000:2240:b800:19:1a16:9840:93a1, 2600:9000:236e:c200:19:1a16:9840:93a1, 2600:9000:236e:7000:19:1a16:9840:93a1, 2600:9000:2240:4c00:19:1a16:9840:93a1, 2600:9000:2240:b400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],lef20-3-grc.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91","2600:9000:236e:0:19:1a16:9840:93a1, 2600:9000:236e:b400:19:1a16:9840:93a1, 2600:9000:2240:aa00:19:1a16:9840:93a1, 2600:9000:236e:9000:19:1a16:9840:93a1, 2600:9000:2240:dc00:19:1a16:9840:93a1, 2600:9000:2240:8800:19:1a16:9840:93a1, 2600:9000:236e:e00:19:1a16:9840:93a1, 2600:9000:236e:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],lef8.survey.sidn.nl,"52.85.151.113, 52.85.151.22, 52.85.151.75, 52.85.151.94","2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:ee00:19:1a16:9840:93a1, 2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],longplay.survey.sidn.nl,"143.204.231.121, 143.204.231.39, 143.204.231.72, 143.204.231.34","2600:9000:2113:4400:19:1a16:9840:93a1, 2600:9000:2113:cc00:19:1a16:9840:93a1, 2600:9000:2113:6e00:19:1a16:9840:93a1, 2600:9000:2113:f200:19:1a16:9840:93a1, 2600:9000:2113:5c00:19:1a16:9840:93a1, 2600:9000:2113:1200:19:1a16:9840:93a1, 2600:9000:2113:dc00:19:1a16:9840:93a1, 2600:9000:2113:ba00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],lyncdiscover.sidn.nl,52.112.64.14,2603:1037:0:a::e,"admin.nsatc.net, dns.level3.net",NOERROR,webdir.online.lync.com,,,,,,
[x],mach131-87-198-35.survey.sidn.nl,"108.157.214.40, 108.157.214.20, 108.157.214.4, 108.157.214.29","2600:9000:2334:ee00:19:1a16:9840:93a1, 2600:9000:2334:f600:19:1a16:9840:93a1, 2600:9000:2334:e200:19:1a16:9840:93a1, 2600:9000:2334:e800:19:1a16:9840:93a1, 2600:9000:2334:8000:19:1a16:9840:93a1, 2600:9000:2334:b000:19:1a16:9840:93a1, 2600:9000:2334:a000:19:1a16:9840:93a1, 2600:9000:2334:7400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],mailings.sidn.nl,"46.31.51.37, 46.31.51.36, 46.31.51.35, 46.31.51.38","2a02:23e8:200::49:154, 2a02:23e8:200::49:153","ns1.as51514.net, operations.spotler.services",NOERROR,clicks.mailplus.nl,,v=spf1 include:mailplus.nl -all,"entrust.net, mailto:caa@spotler.services, digicert.com, letsencrypt.org",,,
[x],manifest-cn.survey.sidn.nl,"13.226.153.70, 13.226.153.49, 13.226.153.30, 13.226.153.22","2600:9000:2182:9c00:19:1a16:9840:93a1, 2600:9000:2182:c800:19:1a16:9840:93a1, 2600:9000:2182:9600:19:1a16:9840:93a1, 2600:9000:2182:5600:19:1a16:9840:93a1, 2600:9000:2182:f800:19:1a16:9840:93a1, 2600:9000:2182:8600:19:1a16:9840:93a1, 2600:9000:2182:7000:19:1a16:9840:93a1, 2600:9000:2182:0:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],mdm2.sidn.nl,94.198.152.77,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],mdnsdom1.survey.sidn.nl,"13.32.121.90, 13.32.121.42, 13.32.121.101, 13.32.121.91",,"ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,,,,True,cloudfront,
[x],meet.sidn.nl,94.198.152.103,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],melhores.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91","2600:9000:236e:4200:19:1a16:9840:93a1, 2600:9000:2240:4600:19:1a16:9840:93a1, 2600:9000:236e:be00:19:1a16:9840:93a1, 2600:9000:236e:6e00:19:1a16:9840:93a1, 2600:9000:2240:3800:19:1a16:9840:93a1, 2600:9000:2240:ac00:19:1a16:9840:93a1, 2600:9000:2240:2e00:19:1a16:9840:93a1, 2600:9000:236e:2600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],monitor.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.91, 13.32.121.101","2600:9000:236e:d400:19:1a16:9840:93a1, 2600:9000:2240:4400:19:1a16:9840:93a1, 2600:9000:2240:5000:19:1a16:9840:93a1, 2600:9000:236e:0:19:1a16:9840:93a1, 2600:9000:236e:e00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:8e00:19:1a16:9840:93a1, 2600:9000:236e:cc00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],mta-sts.sidn.nl,94.198.159.35,2a00:d78:0:712:94:198:159:35,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,"mailto:abuse@sidn.nl, letsencrypt.org",,,
[x],my16-preview.survey.sidn.nl,"13.226.153.30, 13.226.153.49, 13.226.153.22, 13.226.153.70","2600:9000:2182:c600:19:1a16:9840:93a1, 2600:9000:2182:1600:19:1a16:9840:93a1, 2600:9000:2182:9600:19:1a16:9840:93a1, 2600:9000:2182:c800:19:1a16:9840:93a1, 2600:9000:2182:1200:19:1a16:9840:93a1, 2600:9000:2182:e00:19:1a16:9840:93a1, 2600:9000:2182:2600:19:1a16:9840:93a1, 2600:9000:2182:7400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],myadmincovervalet.survey.sidn.nl,"13.32.121.91, 13.32.121.90, 13.32.121.42, 13.32.121.101","2600:9000:2240:9c00:19:1a16:9840:93a1, 2600:9000:2240:e00:19:1a16:9840:93a1, 2600:9000:2240:d400:19:1a16:9840:93a1, 2600:9000:236e:9200:19:1a16:9840:93a1, 2600:9000:236e:6200:19:1a16:9840:93a1, 2600:9000:236e:1600:19:1a16:9840:93a1, 2600:9000:2240:0:19:1a16:9840:93a1, 2600:9000:236e:9000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],myappvolumes-eastgaa.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:7a00:19:1a16:9840:93a1, 2600:9000:236e:9a00:19:1a16:9840:93a1, 2600:9000:2240:8400:19:1a16:9840:93a1, 2600:9000:236e:2600:19:1a16:9840:93a1, 2600:9000:2240:6000:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:236e:8e00:19:1a16:9840:93a1, 2600:9000:2240:da00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],myirma.sidn.nl,94.198.154.204,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
