new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,aaaa,mx,has_internal_ips,internal_ips,caa
[x],mp-internal.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mpx-dashboard-test.mopub.com,"192.48.236.10, 192.48.236.11, 192.48.236.12, 192.48.236.9",s2.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],mpx-dashboard.mopub.com,"192.48.236.10, 192.48.236.12, 192.48.236.11, 192.48.236.9",s2.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],ms1.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],ms2.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],ms3.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],ms4.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],ms5.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta.e.twitter.com,136.147.183.166,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta10.e.twitter.com,136.147.183.175,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta11.e.twitter.com,136.147.183.176,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta13.e.twitter.com,136.147.183.178,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta14.e.twitter.com,136.147.183.179,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],mta15.e.twitter.com,136.147.183.180,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta16.e.twitter.com,136.147.183.181,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta17.e.twitter.com,136.147.183.182,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta18.e.twitter.com,136.147.183.183,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta19.e.twitter.com,136.147.183.184,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta2.e.twitter.com,136.147.183.167,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],mta20.e.twitter.com,136.147.183.185,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta22.e.twitter.com,136.147.183.187,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta23.e.twitter.com,136.147.183.188,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta25.e.twitter.com,136.147.183.190,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta26.e.twitter.com,136.147.183.191,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta27.e.twitter.com,136.147.183.192,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta29.e.twitter.com,136.147.183.194,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta3.e.twitter.com,136.147.183.168,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta4.e.twitter.com,136.147.183.169,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta5.e.twitter.com,136.147.183.170,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta65.e.twitter.com,136.147.183.229,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta67.e.twitter.com,136.147.183.231,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta68.e.twitter.com,136.147.183.232,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta69.e.twitter.com,136.147.183.233,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta7.e.twitter.com,136.147.183.172,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta70.e.twitter.com,136.147.183.234,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta71.e.twitter.com,136.147.183.235,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta72.e.twitter.com,136.147.183.236,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta73.e.twitter.com,136.147.183.237,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mta8.e.twitter.com,136.147.183.173,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mta9.e.twitter.com,136.147.183.174,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mtc.cdn.vine.co,68.232.34.217,cs189.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:233:1ab3:789:1032:20e3:21,,,,
[x],mtv.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mua-api.twitter.com,"44.227.108.193, 54.70.84.2",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mux.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mx1.twitter.com,199.59.148.144,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mx2.twitter.com,199.59.148.205,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mx3.twitter.com,,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],mx4.twitter.com,199.16.156.115,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],mynewsdesk.bastion.gnip.com,"54.241.233.104, 13.56.199.75",web-bastion-721756383.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nabc.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],nationalgeographic.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],nbaindia.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],neptune.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],nestle.twitterflightschool.com,"3.210.179.40, 3.219.255.224, 3.210.133.202","www.twitterflightschool.com, exceed-primary-production-lb.intellum.com","ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nestlematchplay.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],net.twitter.com,,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],nflblitz.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],nflcombine.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],nflkickoff.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],nikebreaking2.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],nll.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],nonprofits.twitterflightschool.com,"3.210.179.40, 3.219.255.224, 3.210.133.202",exceed-primary-production-lb.intellum.com,"ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],notification-service.periscope.tv,54.148.70.167,,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],notification-service.pscp.tv,35.162.74.48,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,,,,
[x],ns-d01.mopub.com,208.78.70.2,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],ns-d02.mopub.com,204.13.250.2,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],ns-r01.mopub.com,205.251.193.40,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],ns-r02.mopub.com,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],ns-r04.mopub.com,205.251.196.14,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],nwhl.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],o-0.twimg.com,104.244.43.227,o-zero.twimg.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],o-ak.twimg.com,146.75.116.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net",,NOERROR,True,fastly,,,,,,,
[x],o-ec.twimg.com,151.101.176.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],o-ft.twimg.com,146.75.120.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],o-zero.twimg.com,104.244.43.227,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],o4.events.twitter.com,167.89.33.219,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],obs-chart.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],oem-o.twimg.com,"104.244.42.73, 104.244.42.137, 104.244.42.201, 104.244.42.9",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],omd.twitterflightschool.com,,"www.twitterflightschool.com, exceed-primary-production-lb.intellum.com","ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],omg.twitterflightschool.com,"3.219.255.224, 3.210.133.202, 3.210.179.40",exceed-primary-production-lb.intellum.com,"ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ooo.bastion.gnip.com,"54.241.233.104, 13.56.199.75",web-bastion-721756383.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],opensource.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],operator.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],or.pscp.tv,"13.56.5.13, 54.183.37.227",vidman-us-west-1.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],oscars.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],oscarsnom.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,,,,
[x],overwatch.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,,,,
[x],overwatchwc.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],p.twimg.com,146.75.116.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],partner-stream.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],partner.android.git.snappytv.com,192.30.255.113,github.com,"ns-1707.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"dns1.p08.nsone.net, ns-1283.awsdns-32.org, dns3.p08.nsone.net, ns-1707.awsdns-21.co.uk, dns4.p08.nsone.net, ns-421.awsdns-52.com, ns-520.awsdns-01.net, dns2.p08.nsone.net","google-site-verification=UTM-3akMgubp6tQtgEuAkYNYLyYAvpTnnSrDMWoDR3o, atlassian-domain-verification=jjgw98AKv2aeoYFxiL/VFaoyPkn3undEssTRuMg6C/3Fp/iqhkV4HVV7WjYlVeF8, apple-domain-verification=RyQhdzTl6Z6x8ZP4, MS=6BF03E6AF5CB689E315FB6199603BABF2C88D805, adobe-idp-site-verification=b92c9e999aef825edc36e0a3d847d2dbad5b2fc0e05c79ddd7a16139b48ecf4b, loom-site-verification=f3787154f1154b7880e720a511ea664d, docusign=087098e3-3d46-47b7-9b4e-8a23028154cd, krisp-domain-verification=ZlyiK7XLhnaoUQb2hpak1PLY7dFkl1WE, 1dx40j0v3l3cnnhd973dfvvrm6z1bjk5, MS=ms58704441, MS=ms44452932, v=spf1 ip4:192.30.252.0/22 include:_netblocks.google.com include:_netblocks2.google.com include:_netblocks3.google.com include:spf.protection.outlook.com include:mail.zendesk.com include:_spf.salesforce.com include:servers.mcsv.net ip4:166.78.69.169 ip4:1, 66.78.69.170 ip4:166.78.71.131 ip4:167.89.101.2 ip4:167.89.101.192/28 ip4:192.254.112.60 ip4:192.254.112.98/31 ip4:192.254.113.10 ip4:192.254.113.101 ip4:192.254.114.176 ip4:62.253.227.114 ~all, stripe-verification=f88ef17321660a01bab1660454192e014defa29ba7b8de9633c69d6b4912217f, facebook-domain-verification=39xu4jzl7roi7x0n93ldkxjiaarx50",,"alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com",,,"digicert.com, globalsign.com"
[x],partners-api-sandbox.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],partners-api.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],partners-dev.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],partners-staging.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],partners.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],partnerstream2.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131",stream.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],pay.twitter.com,199.16.157.80,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
[x],payman.periscope.tv,"44.239.212.122, 54.185.54.118, 52.42.205.173",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payman.pscp.tv,"35.162.47.143, 52.43.79.242, 52.39.149.67",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payments-staging.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],pbr.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],pbs-0.twimg.com,104.244.43.99,pbs-zero.twimg.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],pbs-eb.twimg.com,146.75.116.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],pbs-ft.twimg.com,146.75.120.159,dualstack.twimg.twitter.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,2a04:4e42:8e::159,,,,
[x],pbs-h2.twimg.com,93.184.220.70,"pbs.twimg.com, cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs45.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:134:1a0d:1429:742:782:b6,,,,
[x],pbs-o-ak.twimg.com,"104.244.42.73, 104.244.42.137, 104.244.42.9, 104.244.42.201",pbs-o.twimg.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],pbs-t-1.twimg.com,199.232.148.160,http3.twitter.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,2a04:4e42:65::160,,,,
[x],pbs-t-3.twimg.com,199.232.148.159,"pbs-ft.twimg.com, dualstack.twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,2a04:4e42:65::159,,,,
[x],pbs-t-4.twimg.com,199.232.148.159,"pbs-ft.twimg.com, dualstack.twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,2a04:4e42:8e::159,,,,
[x],pbs-t-5.twimg.com,23.60.242.199,"pbs-ddtest.twimg.com.edgekey-staging.net, e14371.dscg.akamaiedge-staging.net","n0dscg.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:3100:685::3823, 2a02:26f0:3100:684::3823",,,,
[x],pbs-v6.twimg.com,93.184.220.70,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs45.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:134:1a0d:1429:742:782:b6,,,,
[x],pbs-zero.twimg.com,104.244.43.99,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],pbs.twimg.com,192.229.173.16,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-us.8315.ecdns.net, cs672.wac.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,2606:2800:220:13d:2176:94a:948:148e,,,,
[x],pbs.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],people.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],periscope-test.twimg.com,146.75.116.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],periscope.tv,"52.48.87.38, 52.17.147.178, 54.155.67.73",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1323.awsdns-37.org, ns-1733.awsdns-24.co.uk, ns-506.awsdns-63.com, ns-599.awsdns-10.net","8h7909knfykf2ywbdtqnr036327nn7nm, globalsign-domain-verification=Q0uJZ5kDAwKey4N1aE8T3tvQqG7x8qbGJezt5INRzO, globalsign-domain-verification=TQFwNXX-22Rp3iu0w0iSSZOGHlgyojpElPrhqwzgaH, google-site-verification=6kBkaW7FmkNGKpx5HESNfvXncfwY-h7vzBhEJpXRovg, v=spf1 a mx include:spf.mtasv.net ~all",,"aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,,"amazon.com, digicert.com"
[x],pgachampionship.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],pgatourlive.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],pic.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],platform-eb.twitter.com,104.244.46.6,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],platform-next.twitter.com,104.244.46.140,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],platform.twitter.com,151.101.44.157,platform.twitter.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,,,
[x],platform.vine.co,"52.34.37.213, 52.36.56.44",,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],playerschamp.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],playerschampionship.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
[x],pop-api.twitter.com,104.244.45.129,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],portugaltheman.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],post.update.mopub.com,"34.251.154.165, 18.203.96.5, 18.203.144.158, 34.243.93.43, 52.19.198.230, 18.203.131.238, 34.248.176.243, 34.240.117.131",post.brinkow.com,"ns1.brinkow.com, admin.brinkow.com",NOERROR,,,,,,,,,
[x],postmaster.twitter.com,199.59.148.144,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,v=spf1 ip4:8.25.194.0/23 ip4:8.25.196.0/23 ip4:199.16.156.0/22 ip4:199.59.148.0/22 -all,,"mx2.twitter.com, mx1.twitter.com",,,
[x],pr-ft.twimg.com,104.244.46.7,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
[x],prabalgurung.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
[x],preferencecenter-dev.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
