host,a,cname,mx,soa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,txt,caa,aaaa
auth-faq.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bill-faq.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"dns1.p04.nsone.net, hostmaster.nsone.net, edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
backup.uber.com,207.231.168.151,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
atlas-dca1.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
ans.dev.uber.com,,,,,NOERROR,,,,,,,,
atgmarketplace-routing-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
av-log-viewer-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
autor.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
attis.uberinternal.com,104.36.197.136,"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth-test.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avrouting.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auto-ops.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
accounts-test2.uberinternal.com,,frontends-dc.uber.com,,,NOERROR,,,,,,,,
avengers-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth-test.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avmapexplorer-qa.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
avengers.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
backup.uberinternal.com,"64.207.222.153, 64.207.222.16, 64.207.222.154, 64.207.222.177","central.crashplan.com, clients.us2.crashplan.com",,"ns-1670.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
bastion-phx4.uber.com,"104.36.197.230, 104.36.197.233, 104.36.197.232, 104.36.197.231",,,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
avmaptriage.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
aws-staging-michelangelo.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion-oob01-dca8.prod.uber.com,76.74.9.114,bastion-oob01-dca8.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avrouting-web-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth3-staging.uber.com,34.98.127.226,cn-ecg.cfe.uber.com,mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
authn-foo.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
atg-lls-staging.uberinternal.com,,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
atgmarketplace-routing-datascience.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
av-log-viewer-dev.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion01-dca8.uber.com,104.36.195.186,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
base.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
av-log-viewer.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avmaps.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avmapexplorer.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avmapeditor-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avmapeditor.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth-lite.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
athena.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion-phx2.uber.com,"104.36.196.134, 104.36.196.133, 104.36.196.132",,,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
base.uber.com,"63.33.17.94, 54.195.237.234, 52.51.23.169",zeroheight.com,"alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-103.awsdns-12.com, ns-1439.awsdns-51.org, ns-1991.awsdns-56.co.uk",,,"MS=ms44942321, detectify-verification=969838a510dd75807234eecda55b8edc, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all",,
bliss-events-stage.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
backstage.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bank-service-platform-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion-dca8.prod.uber.com,"104.36.195.187, 104.36.195.188, 104.36.195.186",bastion-dca.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion01-phx2.uber.com,104.36.196.131,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bloc.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
blog.uber.com,35.184.61.224,ubernewblog.wpengine.com,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,
autotune.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
bastion-oob01-dca8.uber.com,76.74.9.114,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
av-maps-flow.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
accounts-staging.uberinternal.com,,frontends-dc.uber.com,,,NOERROR,,,,,,,,
bastion-phx.uber.com,"104.36.197.129, 104.36.196.134, 104.36.197.232, 104.36.197.231, 104.36.197.130, 104.36.197.131, 104.36.197.230, 104.36.197.128, 104.36.196.133, 104.36.197.233, 104.36.196.132",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion-dca.uber.com,"104.36.195.188, 104.36.195.186, 104.36.195.187",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion03-phx4.uber.com,104.36.197.232,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bonjour.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
bastion-geo.uber.com,"104.36.195.188, 104.36.195.186, 104.36.195.187",bastion-dca.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
aws-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion04-phx2.uber.com,104.36.196.134,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
aws.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
auth-test2.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
brandarchive.uber.com,104.130.42.190,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion03-phx2.uber.com,104.36.196.133,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion-dca.prod.uber.com,"104.36.195.187, 104.36.195.188, 104.36.195.186",bastion-dca.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion01-phx3.uber.com,104.36.197.128,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion-phx3.prod.uber.com,"104.36.196.132, 104.36.196.133, 104.36.196.134, 104.36.197.128, 104.36.197.129, 104.36.197.131, 104.36.197.130, 104.36.197.232, 104.36.197.230, 104.36.197.231, 104.36.197.233","bastion-phx.uber.com, bastion-phx2.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
athenax.uberinternal.com,104.36.197.136,"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bamboo.uberinternal.com,10.31.2.60,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,True,10.31.2.60,,,
bastion-all.uber.com,"104.36.196.133, 104.36.196.134, 104.36.197.128, 104.36.197.129, 104.36.197.130, 104.36.197.131, 104.36.197.230, 104.36.197.231, 104.36.197.232, 104.36.197.233, 104.36.195.186, 104.36.195.187, 104.36.195.188, 104.36.196.132",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
atg-partners.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
base-design-docs-controller.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
bastion03-dca8.uber.com,104.36.195.188,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bastion02-phx2.uber.com,104.36.196.132,,,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
batch-api-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
buildfarm.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
beta.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bb-sjc1.uber.com,104.36.197.136,"cn-sjc1.uber.com, cn-dc1.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
atg-pg-catalog-stagingdb01-sjc1.prod.uber.com,104.36.192.181,,,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1327.awsdns-37.org, ns-1980.awsdns-55.co.uk, ns-710.awsdns-24.net, ns-87.awsdns-10.com",,,,,
atg-simulation-dev.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bb-dca1.uber.com,,cn-dca.uber.com,mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bastion04-phx4.uber.com,104.36.197.233,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
athenax-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
be1.cfe.uber.com,34.98.127.226,cn-ecg.cfe.uber.com,mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
beacon.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
bastion-phx3.uber.com,"104.36.197.130, 104.36.197.129, 104.36.197.131, 104.36.197.128",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
beats-coordinator.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
avmaps-wave-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bits.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
biz-beta.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
cap-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
careersemail.uber.com,52.184.251.130,mkto-sj190011.com,,"ns1.marketo.com, ops.localhost",NOERROR,True,azure,"ns1.marketo.com, ns2.mktdns.com, ns3.marketo.co.uk",,,v=spf1 -all,,
auth-test3.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bigid.uberinternal.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
carb.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
blacksmith.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
blackbird-staging.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
carbon.uberinternal.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
bizblog.uber.com,35.184.61.224,uber4b.wpengine.com,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,
bastion-phx2.prod.uber.com,"104.36.196.133, 104.36.196.134, 104.36.196.132, 104.36.197.129, 104.36.197.128, 104.36.197.131, 104.36.197.130, 104.36.197.230, 104.36.197.233, 104.36.197.231, 104.36.197.232",bastion-phx.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
biz-eats.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
blackbird.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
bizblog.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
blackswan.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bliss-dev-two.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
boulder-web-tools.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
catalog.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bliss-wfh.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bizconductguide.uberinternal.com,35.184.61.224,cobc.wpengine.com,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,
boffin.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
bonjour-qa.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
cbus1.uberinternal.com,207.231.168.154,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
bloc-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
