new,host,a,cname,soa,has_internal_ips,internal_ips,status_code,txt,cdn,cdn-name,aaaa,ns,mx,caa
[x],mygasservicesqa.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],myholiday-uncover.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],myhome.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],mynsfxuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],myseapc-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],mysear-pp.uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],mysekr-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],myseuk-ppuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],mysql07.open.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],myvirgo.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],nam-kafka-manager.takeaway.com,185.97.43.8,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],nam-mx.takeaway.com,10.20.6.125,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.20.6.125,NOERROR,,,,,,,
[x],nam-restaurant-api.takeaway.com,10.254.1.73,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.254.1.73,NOERROR,,,,,,,
[x],nam-restaurant-api.tkwy.services.takeaway.com,,,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],nam-restaurant-portal.takeaway.com,185.97.43.41,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],nano-1.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],naturalretreats-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],nb-119.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],ncon.down.www.stamp.antivirus.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],ncon.down.www.stampantivirus.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.17.86, 10.111.18.77",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.17.86, 10.111.18.77",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],nct-uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],neckermann-webuncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],nesta-uncover.a.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],netpromoteruncover.staging.lieferando.de,,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],new.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],newarkschools-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],newmatchedbets-uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],news.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],news.thuisbezorgd.nl,,,,,,NOERROR,,,,,,,
[x],newsletter.scoober.com,205.201.140.137,"us3-299fe328-16b95f10d4aa1ab1698b83ed1.pages.mailchi.mp, terminator.capstone.com.akadns.net","internal.akadns.net, hostmaster.akamai.com",,,NOERROR,,,,,,,
[x],newsletter.takeaway.com,54.144.128.85,,,,,NOERROR,,,,,,,
[x],newvaccineletter.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],nfr.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],nimcalluncover.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],nl-cdn.citymeal.com,"104.17.206.25, 104.17.205.25",nl-cdn.citymeal.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],nl.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],nl.takeaway.com,82.94.173.210,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,mail.takeaway.com,
[x],nl.takeawayriders.com,49.12.20.104,takeaway-knowledge-base.k.elnino-production.com,"kip.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],nl.uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],no.citymeal.com,,no.citymeal.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],no.takeawayriders.com,49.12.20.104,takeaway-knowledge-base.k.elnino-production.com,"kip.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],noel-extraordinaire.just-eat.fr,"143.204.215.64, 143.204.215.76, 143.204.215.70, 143.204.215.71","baf3a471d02074d5c2073838b0be7cb1.leadfamly.com, dc34le58kf4hr.cloudfront.net","ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,"ns-1217.awsdns-24.org, ns-1659.awsdns-15.co.uk, ns-494.awsdns-61.com, ns-1011.awsdns-62.net",,
[x],northshore.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],notalone-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],notesapporovaccine.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],notime.eat.ch,"52.210.118.202, 54.171.30.221, 99.80.186.187",dualstack.production-alb-all-1182236680.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],ns1.avira-free-antiviruspridecraft-corp.com.frontend.office.prod.clops.pyszne.pl,"10.111.17.86, 10.111.18.77, 10.111.16.153",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.17.86, 10.111.18.77, 10.111.16.153",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,"ns-1253.awsdns-28.org, ns-1573.awsdns-04.co.uk, ns-490.awsdns-61.com, ns-893.awsdns-47.net",,
[x],ns2.citymeal.com,34.240.253.132,,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],ns2.thuisbezorgd.nl,"34.240.253.132, 34.243.46.68",,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],ns3.thuisbezorgd.nl,"34.240.253.132, 34.243.4.145",,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],nsk.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],numeric.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],o1477.abmail.emails.just-eat.fr,167.89.77.62,,"ns-396.awsdns-49.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],o1505.abmail.emails.eat.ch,167.89.81.192,,"ns-741.awsdns-28.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],o1507.abmail.emails.just-eat.dk,167.89.81.47,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-1371.awsdns-43.org, ns-1969.awsdns-54.co.uk, ns-431.awsdns-53.com, ns-720.awsdns-26.net",,
[x],o1517.abmail.emails.just-eat.no,168.245.55.97,,"ns-1351.awsdns-40.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],o1806.abmail.orders.just-eat.fr,54.144.128.85,,,,,NOERROR,,,,,,,
[x],o1809.abmail.orders.just-eat.no,149.72.191.130,,"ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],o475.ptr7918.jobalerts.takeaway.com,149.72.134.109,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],o476.ptr7587.careeralerts.takeaway.com,149.72.158.69,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],o876.ptr4355.careeralerts.justeattakeaway.com,,,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],oe.totalav-essential-antivirus.en.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],oecd.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],oecd2-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],oembed.uncoverle.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],office.staclustermaint.avira-free-antivirus-clops.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],office3.lieferando.at,"104.16.21.46, 104.16.22.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],og-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl",,True,10.53.1.50,NOERROR,,,,,,,
[x],ogiol-croconaw.uncover.v3.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],ogiol-rowlet.uncover-outlet.v3.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],ogiol-rowlet.uncoveroutlet.v3.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],ohioballot.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],oidc.opencov20.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],oidc.opencovolunteers.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],oidc.opencovoxpopulidev.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],oldservice.lieferando.de,,oldservice.lieferando.de.cdn.cloudflare.net,,,,NOERROR,,,,,,,
[x],oldservice2.lieferando.de,,oldservice2.lieferando.de.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],oldstore.lieferando.at,"104.16.22.46, 104.16.21.46","www.lieferando.at, www.lieferando.at.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],on-premise-uncover.platform.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],on-premise-uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],on-premise.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],on-premiseuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],on-premiseuncover.staging.lieferando.de,,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],on-uncover.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],one01uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],onic.wwwantivirus.stamp.frontend.office.prod.clops.pyszne.pl,"10.111.16.153, 10.111.18.77, 10.111.17.86",,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",True,"10.111.16.153, 10.111.18.77, 10.111.17.86",NOERROR,"heritage=external-dns,external-dns/owner=eks-cluster-prod,external-dns/resource=ingress/istio-system/default-office",,,,,,
[x],onlineuncover.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],onprem-foreman-uncover.release.staging.lieferando.de,10.201.24.151,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",True,10.201.24.151,NOERROR,,,,,,,
[x],onprem-wip2.uncover.on-premise.staging.lieferando.de,,staging.takeaway.com,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],openaiuncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],openconext-uncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovadim-alpha.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovadim.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovcnapi.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovcv.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovictor.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovidalatina.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencoviz.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovk-bestit.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovm07.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovm16.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovnext.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovoip.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovolunteer.dev.lieferando.de,,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,
[x],opencovolunteers.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovoting.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovoxpopulidev.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovpxsports.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovr.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],opencovrn.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],openiduncover.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],ops.dev.lieferando.de,10.53.1.50,"dev.lieferando.de, dev.kantoor.grib.nl","erin.ns.cloudflare.com, dns.cloudflare.com",True,10.53.1.50,NOERROR,,,,,,,
[x],order-now-toolkit.takeaway.com,,order-now-toolkit.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],order-service.takeaway.com,"10.201.95.185, 10.201.95.141, 10.201.95.211",order-service.int.sre-marathon-production-1.tkwy.cloud,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",True,"10.201.95.185, 10.201.95.141, 10.201.95.211",NOERROR,,,,,,,
[x],order-status-api.dev.scoober.com,"104.18.2.59, 104.18.3.59",order-status-api.dev.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],order-status-api.scoober.com,"104.18.2.59, 104.18.3.59",order-status-api.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],order-status.dev.scoober.com,"104.18.2.59, 104.18.3.59",order-status.dev.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],order-status.scoober.com,"104.18.2.59, 104.18.3.59",order-status.scoober.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],order.just-eat.dk,13.111.18.27,,"ns1.exacttarget.com, hostmaster.exacttarget.com",,,NOERROR,"v=spf1 include:cust-spf.exacttarget.com -all, google-site-verification=sFTxqe9EsaAWXWpA9lWK2xsa6witib75gj508Vgsd_c",,,,"ns1.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com",reply.s10.exacttarget.com,
[x],order.just-eat.no,13.111.18.27,,"ns1.exacttarget.com, hostmaster.exacttarget.com",,,NOERROR,"google-site-verification=ZseQdJQVMNIE4Tj-rHvEeCZUDEH8YSgz4KvNyKgN3tI, v=spf1 include:cust-spf.exacttarget.com -all",,,,"ns3.exacttarget.com, ns1.exacttarget.com, ns2.exacttarget.com, ns4.exacttarget.com",reply.s10.exacttarget.com,
[x],orderandwin.just-eat.dk,"104.18.14.5, 104.18.15.5",orderandwin.just-eat.dk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orderandwin.just-eat.fr,"104.18.25.126, 104.18.24.126",orderandwin.just-eat.fr.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orderandwin.lieferando.at,"104.16.22.46, 104.16.21.46",orderandwin.lieferando.at.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orderandwin.lieferando.de,,orderandwin.lieferando.de.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orderandwin.takeaway.com,"104.18.10.68, 104.18.11.68",orderandwin.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orderandwin.thuisbezorgd.nl,"104.18.17.33, 104.18.16.33",orderandwin.thuisbezorgd.nl.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orderarchive-api.takeaway.com,"104.18.10.68, 104.18.11.68",orderarchive-api.takeaway.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orders.eat.ch,"172.67.73.164, 104.26.1.201, 104.26.0.201",,"erin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,True,cloudflare,"2606:4700:20::ac43:49a4, 2606:4700:20::681a:c9, 2606:4700:20::681a:1c9",,,
[x],orders.just-eat.dk,,,"ns-298.awsdns-37.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-1988.awsdns-56.co.uk, ns-298.awsdns-37.com, ns-565.awsdns-06.net, ns-1170.awsdns-18.org",mx.sendgrid.net,
[x],orders.just-eat.fr,"104.18.24.126, 104.18.25.126",orders.just-eat.fr.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orders.just-eat.no,,,"ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-832.awsdns-40.net, ns-1315.awsdns-36.org, ns-1542.awsdns-00.co.uk, ns-458.awsdns-57.com",mx.sendgrid.net,
[x],orders.lieferando.at,"104.16.21.46, 104.16.22.46",orders.lieferando.at.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orders.lieferando.de,"104.18.16.117, 104.18.17.117",orders.lieferando.de.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,
[x],orders.takeaway.com,"13.32.27.91, 13.32.27.42, 13.32.27.22, 13.32.27.17",dinh2n9hmlgki.cloudfront.net,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,,
[x],origin-api.eat.ch,"52.210.118.202, 99.80.186.187, 54.171.30.221",production-alb-all-1182236680.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
