input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,cdn,csp_domains_,final_url,tls_expired
fluvaccines.lieferando.at,Origin DNS error | fluvaccines.lieferando.at | Cloudflare,530,6228,fluvaccines.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,fluvaccines.lieferando.at,443,https://fluvaccines.lieferando.at:443,https,text/html,GET,104.16.21.46,/,310639003,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
fooxx.lieferando.at,Origin DNS error | fooxx.lieferando.at | Cloudflare,530,6210,fooxx.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,fooxx.lieferando.at,443,https://fooxx.lieferando.at:443,https,text/html,GET,104.16.21.46,/,531788539,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
forecast-api.dev.scoober.com,403 Forbidden,403,520,forecast-api.dev.scoober.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-02-10T00:00:00Z,2023-07-26T23:59:59Z,CN=*.dev.scoober.com,*.dev.scoober.com,,*.dev.scoober.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e7da211493fb52c54347061984161d02,702576d6d0e484d7dbb8f9980939bb5b2da960f684b4e8e1fb3d7bc53e706810,ctls,forecast-api.dev.scoober.com,443,https://forecast-api.dev.scoober.com:443,https,text/html,GET,34.241.98.134,/,2095155567,34.247.2.240,,13,False,True,,awselb/2.0,,,,
forecast-api.scoober.com,403 Forbidden,403,118,forecast-api.scoober.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,2023-02-10T00:00:00Z,2024-01-10T23:59:59Z,CN=*.scoober.p.eks.tkwy-prod.io,*.scoober.p.eks.tkwy-prod.io,,*.scoober.p.eks.tkwy-prod.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16c7cb90ee445b7c9a50d167ab46360e,7f9b6e2886d10dc56d074b3560c54e5f919d0e9c98ba74c6aa56d8634adbe882,ctls,forecast-api.scoober.com,443,https://forecast-api.scoober.com:443,https,text/html,GET,108.128.214.242,/,1344368402,52.17.51.75,,7,False,True,,awselb/2.0,,,,
forum.lieferando.at,Origin DNS error | forum.lieferando.at | Cloudflare,530,6210,forum.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,forum.lieferando.at,443,https://forum.lieferando.at:443,https,text/html,GET,104.16.21.46,/,2128337561,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
forums.lieferando.at,Origin DNS error | forums.lieferando.at | Cloudflare,530,6213,forums.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,forums.lieferando.at,443,https://forums.lieferando.at:443,https,text/html,GET,104.16.21.46,/,1414469277,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
fr-cdn.citymeal.com,Takeaway.com,200,590,fr-cdn.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,fr-cdn.citymeal.com,443,https://fr-cdn.citymeal.com:443,https,text/html,GET,104.17.206.25,/,-780928015,104.17.205.25,Cloudflare Bot Management,22,False,True,cloudflare,cloudflare,True,,,
fr.citymeal.com,Takeaway.com,200,590,fr.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,fr.citymeal.com,443,https://fr.citymeal.com:443,https,text/html,GET,104.17.205.25,/,-780928015,104.17.206.25,Cloudflare Bot Management,22,False,True,cloudflare,cloudflare,True,,,
fr.lieferando.at,Origin DNS error | fr.lieferando.at | Cloudflare,530,6201,fr.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,fr.lieferando.at,443,https://fr.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-2112873334,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
fr.takeaway.com,Just a moment...,403,7145,www.justeattakeaway.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-12T14:50:53Z,2023-07-11T14:50:52Z,CN=*.justeattakeaway.com,*.justeattakeaway.com,,justeattakeaway.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,45b84c089266170364381857c611d6d4,71061c2886dceca1a60f9d6f7da89dacc8e6f6cf3ccb51b723e02182dac079f3,ctls,www.justeattakeaway.com,443,https://fr.takeaway.com:443,https,text/html,GET,104.18.10.68,/,-2036966380,104.18.11.68,Cloudflare Bot Management,87,False,True,cloudflare,cloudflare,True,,https://www.justeattakeaway.com,
fr.takeawayriders.com,France Just Eat Takeaway Knowledge Base – Just another Takeaway Knowledge Base Sites site,200,52974,fr.takeawayriders.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-03-27T12:39:50Z,2023-06-25T12:39:49Z,CN=at.takeawayriders.com,at.takeawayriders.com,,www.takeawayriders.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a321c51ee87b86231628366d3a5f4e52,819da0113cc5f9c8cb0db4e8bdf82569c30c5d401878d537077d27ce2136437a,ctls,fr.takeawayriders.com,443,https://fr.takeawayriders.com:443,https,text/html,GET,49.12.20.104,/,-1614266645,49.12.20.104,WordPress:6.1.1,707,False,,,,,,,
freeantivirus.lieferando.at,Origin DNS error | freeantivirus.lieferando.at | Cloudflare,530,6234,freeantivirus.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,freeantivirus.lieferando.at,443,https://freeantivirus.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1382032774,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
futbol137.lieferando.at,Origin DNS error | futbol137.lieferando.at | Cloudflare,530,6222,futbol137.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,futbol137.lieferando.at,443,https://futbol137.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-94878202,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
games.lieferando.at,Origin DNS error | games.lieferando.at | Cloudflare,530,6210,games.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,games.lieferando.at,443,https://games.lieferando.at:443,https,text/html,GET,104.16.22.46,/,-1637947909,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
gb.citymeal.com,Takeaway.com,200,590,gb.citymeal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,gb.citymeal.com,443,https://gb.citymeal.com:443,https,text/html,GET,104.17.205.25,/,-780928015,104.17.206.25,Cloudflare Bot Management,22,False,True,cloudflare,cloudflare,True,,,
geofence.dev.scoober.com,403 Forbidden,403,520,geofence.dev.scoober.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-02-10T00:00:00Z,2023-07-26T23:59:59Z,CN=*.dev.scoober.com,*.dev.scoober.com,,*.dev.scoober.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e7da211493fb52c54347061984161d02,702576d6d0e484d7dbb8f9980939bb5b2da960f684b4e8e1fb3d7bc53e706810,ctls,geofence.dev.scoober.com,443,https://geofence.dev.scoober.com:443,https,text/html,GET,34.241.98.134,/,2095155567,34.247.2.240,,13,False,True,,awselb/2.0,,,,
geofence.scoober.com,403 Forbidden,403,520,geofence.scoober.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-03-05T00:00:00Z,2024-04-02T23:59:59Z,CN=geofence.scoober.com,geofence.scoober.com,,geofence.scoober.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6e9ad23b3c1c52530df662915aab8b65,9c8d8aca22a644ee924ec11d3b8e5bfa7895bc82f3347e02cb87dc6ca14244a9,ctls,geofence.scoober.com,443,https://geofence.scoober.com:443,https,text/html,GET,54.216.93.156,/,2095155567,52.17.51.75,,13,False,,,awselb/2.0,,,,
getavirus-com.lieferando.at,Origin DNS error | getavirus-com.lieferando.at | Cloudflare,530,6234,getavirus-com.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,getavirus-com.lieferando.at,443,https://getavirus-com.lieferando.at:443,https,text/html,GET,104.16.21.46,/,326644773,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
glg.okta.com.employee-specialsurvey.takeawayriders.com,404 Not Found,404,548,glg.okta.com.employee-specialsurvey.takeawayriders.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-03-29T05:09:22Z,2024-03-28T05:09:22Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c4d2f63c81a4d4dc182db9820aed55f3,13e706dbebeb8af23f1b9dd74b8daa85e3ff6d87fe3d6baa7a5e15858e1069e6,ctls,glg.okta.com.employee-specialsurvey.takeawayriders.com,443,https://glg.okta.com.employee-specialsurvey.takeawayriders.com:443,https,text/html,GET,49.12.20.104,/,566218143,49.12.20.104,HSTS,14,False,,,,,,,
gothedistance.lieferando.at,Origin DNS error | gothedistance.lieferando.at | Cloudflare,530,6234,gothedistance.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,gothedistance.lieferando.at,443,https://gothedistance.lieferando.at:443,https,text/html,GET,104.16.22.46,/,-172676927,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
grc2go.lieferando.at,Origin DNS error | grc2go.lieferando.at | Cloudflare,530,6213,grc2go.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,grc2go.lieferando.at,443,https://grc2go.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1449698572,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
greatschools.alpha.eff.org,,401,17,greatschools.alpha.eff.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,True,2023-05-11T11:00:48Z,2024-05-10T11:00:48Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,d99f97b64f3dee7f458bc9429f5d0f4b.e8413afdf79f677f3cd7d81bba604523.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,3e0e33dd804a63d6f18f99c645e3521a,05757fcbeb968d083eaa61629a028a9e82c98fcc23ec2c04b927655d10420713,ctls,greatschools.alpha.eff.org,443,https://greatschools.alpha.eff.org:443,https,text/plain,GET,173.239.79.211,/,797663971,173.239.79.211,Basic,2,False,,,,,,,
greatschools.sg-dev.seek.com,,418,31,greatschools.sg-dev.seek.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-12T00:11:51Z,2023-07-11T00:54:39Z,CN=*.sg-dev.seek.com,*.sg-dev.seek.com,,*.sg-dev.seek.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,62957cde799fbb44d2a6cb2f7ed2bc95,8bc3458824dc5e1c9f6b5aa5b6dcdf2affba1d6e51a06d8688a63893cfa672df,ctls,greatschools.sg-dev.seek.com,443,https://greatschools.sg-dev.seek.com:443,https,text/plain,GET,104.18.0.110,/,-2113662151,2606:4700::6812:16e,HSTS,2,False,True,cloudflare,cloudflare,True,,,
greatschools.stage.twilio.com,ERROR: The request could not be satisfied,403,919,greatschools.stage.twilio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-02-21T00:00:00Z,2023-07-11T23:59:59Z,CN=*.stage.twilio.com,*.stage.twilio.com,,stage.twilio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f19924c5b19296db5ca31ca73e10275,fcdf3196449bbbfd932304ebb150172e33211ace148eb1beb1e172510376e1da,ctls,greatschools.stage.twilio.com,443,https://greatschools.stage.twilio.com:443,https,text/html,GET,13.32.99.99,/,-1415529878,13.32.99.111,Amazon Web Services,20,False,True,cloudfront,CloudFront,True,,,
greatschools.tianma-prd-in.vivo.com,403 Forbidden,403,146,greatschools.tianma-prd-in.vivo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2022-11-01T00:00:00Z,2023-12-02T23:59:59Z,"CN=*.tianma-prd-in.vivo.com, O=vivo Mobile Communication Co.\, Ltd., L=Dongguan, ST=Guangdong Province, C=CN",*.tianma-prd-in.vivo.com,"vivo Mobile Communication Co., Ltd.",*.tianma-prd-in.vivo.com,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,e9e8432b3ca8671e3edaf95c1361f3c5,9771e622205c39200c8fec707d64b52d11979b54e1e5b711492f9845ecabbddd,ctls,greatschools.tianma-prd-in.vivo.com,443,https://greatschools.tianma-prd-in.vivo.com:443,https,text/html,GET,129.227.254.190,/,-792756784,129.227.254.190,Nginx,8,False,True,,nginx,,,,
greatschools.unified.seek.com,,403,16,,,,,,,,,,,,,,,,,,,,,80,http://greatschools.unified.seek.com:80,http,text/plain,GET,104.18.22.53,/,1253481126,104.18.23.53,Cloudflare Bot Management,1,False,,cloudflare,cloudflare,True,,,
groups.lieferando.at,Origin DNS error | groups.lieferando.at | Cloudflare,530,6213,groups.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,groups.lieferando.at,443,https://groups.lieferando.at:443,https,text/html,GET,104.16.21.46,/,1110148126,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
guestportal-6.lieferando.at,Origin DNS error | guestportal-6.lieferando.at | Cloudflare,530,6234,guestportal-6.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,guestportal-6.lieferando.at,443,https://guestportal-6.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-394150674,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
h3.lieferando.at,Origin DNS error | h3.lieferando.at | Cloudflare,530,6201,h3.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,h3.lieferando.at,443,https://h3.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1401909144,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
h6.lieferando.at,Origin DNS error | h6.lieferando.at | Cloudflare,530,6201,h6.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,h6.lieferando.at,443,https://h6.lieferando.at:443,https,text/html,GET,104.16.21.46,/,30205850,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
halifax-online.lieferando.at,Origin DNS error | halifax-online.lieferando.at | Cloudflare,530,6237,halifax-online.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,halifax-online.lieferando.at,443,https://halifax-online.lieferando.at:443,https,text/html,GET,104.16.22.46,/,925967397,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
he.takeawayriders.com,404 Not Found,404,146,he.takeawayriders.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-04-11T04:44:04Z,2024-04-10T04:44:04Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,f3f379f3c31e4ae83eab908593b6dc9b,22c03004f3482be8fa9e82673cbb50d15e0a8b6fef4c52c46d01405746849052,ctls,he.takeawayriders.com,443,https://he.takeawayriders.com:443,https,text/html,GET,49.12.20.104,/,1494302000,49.12.20.104,HSTS,8,False,,,,,,,
helponline-antivirus-38b65.lieferando.at,Origin DNS error | helponline-antivirus-38b65.lieferando.at | Cloudflare,530,6273,helponline-antivirus-38b65.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,helponline-antivirus-38b65.lieferando.at,443,https://helponline-antivirus-38b65.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-1599344375,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
helpstopthevirus.lieferando.at,Origin DNS error | helpstopthevirus.lieferando.at | Cloudflare,530,6243,helpstopthevirus.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,helpstopthevirus.lieferando.at,443,https://helpstopthevirus.lieferando.at:443,https,text/html,GET,104.16.21.46,/,-640405517,104.16.22.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
hhsvaccines-beta.lieferando.at,Origin DNS error | hhsvaccines-beta.lieferando.at | Cloudflare,530,6243,hhsvaccines-beta.lieferando.at,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,CN=*.takeaway.com,*.takeaway.com,,thuisbezorgd.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,58bc922f6875d86c4ec3b134dced31df,e3ca1b04170505f9cd9274d61c863fd35a1cf890b5928de35175d62f9ad96ede,ctls,hhsvaccines-beta.lieferando.at,443,https://hhsvaccines-beta.lieferando.at:443,https,text/html,GET,104.16.22.46,/,1799845206,104.16.21.46,Cloudflare,93,False,True,cloudflare,cloudflare,True,,,
