new,host,a,soa,status_code,mx,txt,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],malja.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],manage.canvases.redbull.com,"18.244.155.69, 18.244.155.41, 18.244.155.96, 18.244.155.4","ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,cloudfront,,,
[x],manager-danceyourstyle.redbull.com,35.181.123.249,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],manager.microsites04.redbull.com,"2.16.149.19, 2.16.149.31","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:e80:3::5c7b:878a, 2a02:26f0:e80:3::5c7b:8790",,,,,,
[x],maps-q.apps.redbull.com,10.1.116.178,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.1.116.178,
[x],maps-q.redbull.com,198.22.138.65,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],maps.apps.redbull.com,10.1.116.105,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,True,10.1.116.105,
[x],maps.redbull.com,198.22.138.70,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],marketing.redbull.com,23.37.37.10,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],marketwatch.redbullmusicacademy.com,"173.222.107.8, 173.222.107.17","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl03.microsites.redbull.edgesuite.net, a1790.dscr.akamai.net","2a02:26f0:3500:4::b818:4d9e, 2a02:26f0:3500:4::b818:4d88, 2a02:26f0:3500:4::b818:4d87, 2a02:26f0:3500:4::b818:4dab",,,,,,
[x],maze.redbull.com,"173.222.107.33, 173.222.107.24","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:4::b818:4dab, 2a02:26f0:3500:4::b818:4d87",,,,,,
[x],me-staging.redbullmediahouse.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,dyu9epo2vejyw.cloudfront.net,,,,,,,
[x],me.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all",,,,,,,,
[x],me.redbullmediahouse.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d1aywr93dm3xbm.cloudfront.net,,,,,,,
[x],media.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all,,,,,,,,
[x],mediasuite.redbullmediahouse.com,162.55.248.6,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mediaworld.redbull.com,"2.16.186.16, 2.16.186.9","pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, R0E0D20170",,,"pdns91.ultradns.biz, pdns91.ultradns.net, pdns91.ultradns.org, ns15.ultradns2.org, ns15.ultradns2.com, pdns91.ultradns.com",,,,,
[x],memory-game.redbull.com,"2.16.107.203, 2.16.107.208","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:7100::1720:ee18, 2a02:26f0:7100::1720:ee1b",,,,,,
[x],meppconnect-q.redbull.com,"143.204.89.121, 143.204.89.125, 143.204.89.124, 143.204.89.20","ns-999.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,depub56xn421h.cloudfront.net,,"ns-1090.awsdns-08.org, ns-1771.awsdns-29.co.uk, ns-237.awsdns-29.com, ns-999.awsdns-60.net",True,cloudfront,,,
[x],meppconnect.redbull.com,"143.204.215.105, 143.204.215.76, 143.204.215.113, 143.204.215.88","ns-212.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,,,d3ossrg48fhc6q.cloudfront.net,,"ns-1236.awsdns-26.org, ns-1544.awsdns-01.co.uk, ns-212.awsdns-26.com, ns-651.awsdns-17.net",True,cloudfront,,,
[x],mesos.jenkins-cjoc.app.redbull.com,54.191.234.169,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,USPDXOPS01-controller-792987600.us-west-2.elb.amazonaws.com,,,,,,,
[x],metra-q.redbull.com,194.107.83.160,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],metra-stage.redbull.com,37.252.235.104,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],metra.redbull.com,37.252.235.101,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mf.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, R0E0D20170",,,,,,,,
[x],mfa.redbull.com,"104.97.85.24, 104.97.85.11","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2600:1408:7400::17c7:3f12, 2600:1408:7400::17c7:3f68",,,,,,
[x],mh-vpn01.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],miamigpenergystation.redbull.com,35.155.237.37,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mib-cdn-new-d.redbull.com,"18.165.227.94, 18.165.227.98, 18.165.227.28, 18.165.227.99","ns-108.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,d2n2ergvq3dqk9.cloudfront.net,,"ns-108.awsdns-13.com, ns-1460.awsdns-54.org, ns-2009.awsdns-59.co.uk, ns-994.awsdns-60.net",True,cloudfront,,,
[x],mib-cdn.redbull.com,,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,d358anx0rlnjvn.cloudfront.net,,,True,cloudfront,,,
[x],mib.redbull.com,23.37.37.10,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],microsites01.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],microsites02.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],microsites03.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],microsites04.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],microsites05.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],microsites2.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],microsites3.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mit.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all,,,,,,,,
[x],mit.redbullmediahouse.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mittagstief.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ml.redbull.com,194.107.83.14,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mmdh-cdn.redbull.com,"18.244.102.67, 18.244.102.77, 18.244.102.114, 18.244.102.23, 205.251.192.84","ns-889.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,dxlpb80hdbq0w.cloudfront.net,"2600:9000:26df:ea00:c:9ada:6000:93a1, 2600:9000:26df:5000:c:9ada:6000:93a1, 2600:9000:26df:1e00:c:9ada:6000:93a1, 2600:9000:26df:7800:c:9ada:6000:93a1, 2600:9000:26df:3600:c:9ada:6000:93a1, 2600:9000:26df:6200:c:9ada:6000:93a1, 2600:9000:26df:2600:c:9ada:6000:93a1, 2600:9000:26df:8400:c:9ada:6000:93a1","ns-889.awsdns-47.net, ns-1967.awsdns-53.co.uk, ns-84.awsdns-10.com, ns-1039.awsdns-01.org",True,cloudfront,,,
[x],mob-ras-gateway-salzburg-split-q.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mob-ras-portal-salzburg-q.redbull.com,91.204.194.139,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mobile.redbull.com,80.120.169.240,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,v=spf1 -all,,,,,,,,
[x],moments.redbull.com,142.250.181.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,2a00:1450:4001:806::2013,,,,,,
[x],monitoring.redbull.com,62.185.117.124,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],monitoring.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,v=spf1 include:amazonses.com -all,,,,,,,,
[x],more.redbull.com,,"n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:d8::6851:3c08, 2a02:26f0:d8::6851:3c10",,,,,,
[x],ms.redbull.com,,"pdns91.ultradns.com, domains.at.redbull.com",NOERROR,ms-redbull-com.mail.protection.outlook.com,"MS=ms22893800, v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com -all, google-site-verification=L4EhjW82NQjsq9kqsuTKeaHs16fWWwn1T3YIJ5glUO8, MS=ms77505932, qkfe9jNDU8f+za1ni38ucczM97RoF5zUTqykF3Wql6qXVe13MJa2IkOFaengNmfNDrCbnkO5H542wgkD55zzcg==, 48f1d842194eae3142ab35bf29379bf57320e5b576d8ff7c75e9b99c908d5897, docusign=d78afcf8-7961-4a53-8a7c-abc1e840d63c",,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.biz, pdns91.ultradns.org, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],mscapi-stage.redbullmediahouse.com,91.204.192.210,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mta-sts.microsites04.redbull.com,"184.25.51.10, 184.25.51.73","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],mu.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all",,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],multimedia.event.redbull.com,"69.16.175.10, 69.16.175.42","ns1.hwcdn.net, noc.highwinds.com",NOERROR,,,cds.d3n9g6j3.hwcdn.net,,,,,,,
[x],music.redbull.com,"95.100.111.232, 95.100.111.130","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:d8::6851:3c10, 2a02:26f0:d8::6851:3c08",,,,,,
[x],mv.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms29000101",,,,,,,,
[x],mx-vpn01.redbull.com,201.151.77.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],mx.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],mxmexjlvr01rb.redbull.com,201.151.77.227,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],my.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],mymediaworld.redbull.com,"18.66.112.87, 18.66.112.121, 18.66.112.4, 18.66.112.43","ns-1367.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,d1lauedfsp02ju.cloudfront.net,"2600:9000:223f:1000:c:62f9:7a80:93a1, 2600:9000:223f:ba00:c:62f9:7a80:93a1, 2600:9000:223f:7200:c:62f9:7a80:93a1, 2600:9000:223f:800:c:62f9:7a80:93a1, 2600:9000:223f:f800:c:62f9:7a80:93a1, 2600:9000:223f:4a00:c:62f9:7a80:93a1, 2600:9000:223f:2800:c:62f9:7a80:93a1, 2600:9000:223f:9c00:c:62f9:7a80:93a1","ns-1923.awsdns-48.co.uk, ns-339.awsdns-42.com, ns-802.awsdns-36.net, ns-1367.awsdns-42.org",True,cloudfront,,,
[x],mysql.microsites01.redbull.com,"2.16.202.96, 2.16.202.83, 2.16.202.72, 95.101.54.240","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:480:e::210:f10d, 2a02:26f0:480:e::210:f10e",,,,,,
[x],mysterypack.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d3s6e31een3cg3.cloudfront.net,,,,,,,
[x],mywings.redbull.com,,"n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net",,,,,,,
[x],navigator-d.redbull.com,"54.214.213.25, 35.165.184.85","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f53-abcbc66f02ed1312.elb.us-west-2.amazonaws.com,,,,,,,
[x],navigator-q.redbull.com,34.216.62.112,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],navigator.redbull.com,35.155.237.37,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],net.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],netlify.microsites.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],new-lunch-d.redbull.com,"52.85.132.65, 52.85.132.80, 52.85.132.27, 52.85.132.50, 205.251.192.238, 205.251.195.199, 205.251.197.186, 205.251.198.72","ns-1466.awsdns-55.org, awsdns-hostmaster.amazon.com",NOERROR,,,d11d30yun0mup0.cloudfront.net,"2600:9000:2073:b400:1f:5658:3900:93a1, 2600:9000:2073:ce00:1f:5658:3900:93a1, 2600:9000:2073:4000:1f:5658:3900:93a1, 2600:9000:2073:c800:1f:5658:3900:93a1, 2600:9000:2073:d600:1f:5658:3900:93a1, 2600:9000:2073:8200:1f:5658:3900:93a1, 2600:9000:2073:c000:1f:5658:3900:93a1, 2600:9000:2073:e200:1f:5658:3900:93a1","ns-1608.awsdns-09.co.uk, ns-1466.awsdns-55.org, ns-238.awsdns-29.com, ns-967.awsdns-56.net",True,cloudfront,,,
[x],new-lunch-q.redbull.com,"13.224.189.49, 13.224.189.57, 13.224.189.87, 13.224.189.108","ns-1784.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,d2cxzzu8sw0pud.cloudfront.net,"2600:9000:20eb:c600:7:8064:b540:93a1, 2600:9000:20eb:b800:7:8064:b540:93a1, 2600:9000:20eb:b600:7:8064:b540:93a1, 2600:9000:20eb:c400:7:8064:b540:93a1, 2600:9000:20eb:de00:7:8064:b540:93a1, 2600:9000:20eb:f200:7:8064:b540:93a1, 2600:9000:20eb:7c00:7:8064:b540:93a1, 2600:9000:20eb:9e00:7:8064:b540:93a1","ns-1216.awsdns-24.org, ns-1784.awsdns-31.co.uk, ns-480.awsdns-60.com, ns-643.awsdns-16.net",True,cloudfront,,,
[x],new.amaphiko.redbull.com,"184.25.51.49, 184.25.51.18","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],news.redbullmediahouse.com,217.175.192.2,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,suite7.emarsys.net,,,,,,,
[x],newsletter.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],newsletter.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],next.redbullmusicacademy.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],nexthink.app.redbull.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],neymarjrsvideo.redbull.com,138.201.149.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ng.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms58813378, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all",,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],ninja.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],nl.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],nlamsdavr01rb.redbull.com,37.235.114.59,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],noticeboard.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],notifications.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],np-vpn01.redbull.com,80.122.235.85,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],np.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com  include:mail.zendesk.com -all,,,,,,,,
[x],nz.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],o1.transactional.redbull.com,149.72.37.223,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],o2984.abmail.news.redbull.com,149.72.171.242,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],o365-hybrid.redbull.com,194.107.83.39,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],oa.redbull.com,195.177.199.155,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,mail.redbull.com,,,,,,,
[x],oauth-d.redbull.com,194.107.83.187,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],oauth.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],officereserve-d.redbull.com,"54.214.213.25, 35.165.184.85","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f53-abcbc66f02ed1312.elb.us-west-2.amazonaws.com,,"ns-1283.awsdns-32.org, ns-1870.awsdns-41.co.uk, ns-424.awsdns-53.com, ns-748.awsdns-29.net",,,,,
[x],officereserve-q.redbull.com,34.216.62.112,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],om.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms55830566",,,,,,,,
[x],one-last-note.redbullmusicacademy.com,"35.246.229.114, 34.141.72.9","dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,one-last-note.netlify.com,"2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",,True,google,,,
[x],onpremiserecruiting.redbull.com,200.143.16.70,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ontrack-q.redbull.com,87.118.84.176,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ontrack.redbull.com,87.118.84.178,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,,,,,,,,
[x],openmedia.redbullmediahouse.com,91.204.193.169,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],opis-tr.redtech.redbull.com,"3.77.58.193, 3.126.181.149","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,Session-lvl1-2009590520.eu-central-1.elb.amazonaws.com,,,,,,,
[x],origin-authoring.redbull.com,80.120.169.241,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin-cartoons.redbull.com,"54.247.69.169, 52.212.52.84, 63.32.161.232","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,origin-cartoons.redbull.com.herokudns.com,,,,,,,
[x],origin-cdn.microsites.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,holding.microsites.redbull.com,,,,,,,
[x],origin-energydrink.redbull.com,"3.232.242.170, 54.91.59.199, 3.220.57.224, 52.20.78.240","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,calm-wolf-hpu5zcx80ltcdcyhts173qna.herokudns.com,,,,,,,
[x],origin-jira-q.redbullmediahouse.com,194.107.83.177,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin-jobs.redbull.com,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,serene-gladiolus-hxpdkmsqpzlw672g8n4t4y3a.herokudns.com,,,,,,,
[x],origin-m.redbull.com,80.237.192.18,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin-organics.redbull.com,"52.212.52.84, 54.247.69.169, 63.32.161.232","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,lit-pelican-tvjcisnoka3qvxnuatt8teqb.herokudns.com,,,,,,,
[x],origin-profile.redbull.com,194.107.83.7,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin-staging-my-experience.redbull.com,"63.32.161.232, 54.247.69.169, 52.212.52.84","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,mighty-utahraptor-j1dzepngoick554oam0qvzvk.herokudns.com,,,,,,,
[x],origin-testdevstage.redbull.com,80.120.169.242,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin-www.redbull.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],origin.appspaces.redbull.com,80.120.169.229,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites-js.redbull.com,80.120.169.239,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites-ng.redbull.com,80.120.169.238,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites-php7.redbull.com,80.120.169.237,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites-py.redbull.com,80.120.169.239,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites-ru.redbull.com,80.120.169.239,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites.redbull.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites01.redbull.com,213.227.189.21,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites02.redbull.com,213.227.189.22,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites03.redbull.com,213.227.189.23,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites04.redbull.com,213.227.189.24,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites05.redbull.com,213.227.189.25,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites2.redbull.com,80.120.169.227,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.microsites3.redbull.com,80.120.169.228,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.rbssl.microsites.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],origin.ssl.microsites.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],oscilloscope.redbullmusicacademy.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],owa-q.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],owa.redbull.com,195.177.199.156,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],p0.insightsnow.redbull.com,"143.204.231.60, 143.204.231.56, 143.204.231.118, 143.204.231.39","ns-157.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,cloudfront,,,
[x],p1.insightsnow.redbull.com,"108.157.229.48, 108.157.229.73, 108.157.229.39, 108.157.229.43","ns-157.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,cloudfront,,,
[x],pa.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms48485822, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all",,,,,,,,
[x],pac-man.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],panorama.redbull.com,194.107.83.251,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
