input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,cdn,tls_expired,tls_self_signed
mymoto.motorola.com,motorola Deutschland | Android-Smartphones und Razr,,1730167,www.motorola.de,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T04:18:34Z,CN=www.motorola.de,www.motorola.de,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.motorola.de,80,http://mymoto.motorola.com:80,http,,text/html,GET,144.188.129.107,352,React,,,
mystart.lenovo.com,"Offizielle Lenovo DE Website | Notebooks, Tablets, PCs, Rechenzentren, Phones | Lenovo Deutschland",,179703,www.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.lenovo.com,80,http://mystart.lenovo.com:80,http,openresty,text/html,GET,104.102.54.176,1595,OpenResty,,,
na-mds.lenovo.com,Lenovo Service,,924,na-mds.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,na-mds.lenovo.com,443,https://na-mds.lenovo.com:443,https,earth,text/html,GET,18.234.10.236,3,HSTS,,,
naea1.netfilter.lenovo.com,Lenovo NetFilter,,10071,naea1.netfilter.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-21T00:00:00Z,"CN=netfilter.lenovo.com, O=LENOVO, L=Morrisville, ST=North Carolina, C=US",netfilter.lenovo.com,LENOVO,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,naea1.netfilter.lenovo.com,443,https://naea1.netfilter.lenovo.com:443,https,cloudflare,text/html,GET,104.18.2.74,179,HSTS,True,,
nasmbteam.lenovo.com,,,,nasmbteam.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-09T22:08:26Z,CN=nasmbteam.lenovo.com,nasmbteam.lenovo.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,nasmbteam.lenovo.com,443,https://nasmbteam.lenovo.com:443,https,,,GET,54.185.21.100,1,HSTS,,,
natapps.lenovo.com.cn,lenovoApps,,3019,natapps.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,natapps.lenovo.com.cn,443,https://natapps.lenovo.com.cn:443,https,,text/html,GET,47.95.137.211,38,Node.js,,,
nc.lenovo.com,404 Not Found,,214,,,,,,,,,,,,,,443,https://nc.lenovo.com:443,https,Apache/2.4.6 (CentOS) PHP/5.6.40,text/html,GET,18.211.115.215,8,PHP:5.6.40,,,
nda.motorola.com,,,13,lenovobeijing.sharepoint.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-29T00:00:00Z,"CN=*.sharepoint.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.sharepoint.com,Microsoft Corporation,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,ctls,lenovobeijing.sharepoint.com,80,http://nda.motorola.com:80,http,,text/plain,GET,95.101.54.130,1,Microsoft SharePoint,,,
nec.dxp-qa.lenovo.com,Welcome to Sitecore,,2361,nec.dxp-qa.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,nec.dxp-qa.lenovo.com,443,https://nec.dxp-qa.lenovo.com:443,https,cloudflare,text/html,GET,104.18.25.247,42,Microsoft ASP.NET,True,,
nec.dxp.lenovo.com,Welcome to Sitecore,,2406,nec.dxp.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,nec.dxp.lenovo.com,443,https://nec.dxp.lenovo.com:443,https,cloudflare,text/html,GET,104.18.4.45,42,Microsoft ASP.NET,True,,
netfilter.uds-dev.lenovo.com,Lenovo NetFilter,,8621,netfilter.uds-dev.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,netfilter.uds-dev.lenovo.com,443,https://netfilter.uds-dev.lenovo.com:443,https,cloudflare,text/html,GET,104.18.2.171,155,HSTS,True,,
netfilter.uds-qa.lenovo.com,Lenovo NetFilter,,12142,netfilter.uds-qa.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,netfilter.uds-qa.lenovo.com,443,https://netfilter.uds-qa.lenovo.com:443,https,cloudflare,text/html,GET,104.18.26.49,179,HSTS,True,,
newsupport.lenovo.com.cn,"Lenovo联想售后客户服务中心,提供驱动下载,配置查询,保修服务-联想服务",,71538,newsupport.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,newsupport.lenovo.com.cn,443,https://newsupport.lenovo.com.cn:443,https,istio-envoy,text/html,GET,43.255.226.147,1600,Kong:2.0.4,,,
newthink.lenovo.com.cn,ThinkPad服务网站首页_ThinkPad服务网站-联想服务,,44508,newthink.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,newthink.lenovo.com.cn,443,https://newthink.lenovo.com.cn:443,https,nginx,text/html,GET,43.255.226.147,1012,Nginx,,,
ngspms.lenovo.com,,,,ngspms.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2015-03-25T05:09:37Z,"CN=ngspms.lenovo.com, O=lenovo, L=shanghai, ST=shanghai, C=cn",ngspms.lenovo.com,lenovo,"CN=ngspms.lenovo.com, O=lenovo, L=shanghai, ST=shanghai, C=cn",ngspms.lenovo.com,lenovo,ctls,ngspms.lenovo.com,443,https://ngspms.lenovo.com:443,https,nginx/1.20.1,,GET,58.247.171.27,1,Nginx:1.20.1,,,True
nlp.lenovo.com,Welcome to CentOS,,4833,nlp.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-05-25T00:00:00Z,CN=nlp.lenovo.com,nlp.lenovo.com,,"CN=Encryption Everywhere DV TLS CA - G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Encryption Everywhere DV TLS CA - G1,DigiCert Inc,ctls,nlp.lenovo.com,443,https://nlp.lenovo.com:443,https,nginx,text/html,GET,122.115.58.11,157,Nginx,,,
np.motorola.com,,,416162,np.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T09:45:34Z,CN=np.motorola.com,np.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,np.motorola.com,443,https://np.motorola.com:443,https,,text/html,GET,179.191.182.65,156,React,,,
npm-registry.cnno1.uds.lenovo.com,Verdaccio,,1213,npm-registry.cnno1.uds.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,"CN=uds.lenovo.com, O=LENOVO (UNITED STATES) INC., L=Morrisville, ST=North Carolina, C=US",uds.lenovo.com,LENOVO (UNITED STATES) INC.,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,npm-registry.cnno1.uds.lenovo.com,443,https://npm-registry.cnno1.uds.lenovo.com:443,https,cloudflare,text/html,GET,104.16.63.31,22,Cloudflare Bot Management,True,,
npm-registry.euwe1.uds.lenovo.com,Verdaccio,,1213,npm-registry.euwe1.uds.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,"CN=uds.lenovo.com, O=LENOVO (UNITED STATES) INC., L=Morrisville, ST=North Carolina, C=US",uds.lenovo.com,LENOVO (UNITED STATES) INC.,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,npm-registry.euwe1.uds.lenovo.com,443,https://npm-registry.euwe1.uds.lenovo.com:443,https,cloudflare,text/html,GET,104.16.144.246,22,Cloudflare Bot Management,True,,
npm-registry.naea1.uds.lenovo.com,Attention Required! | Cloudflare,,4517,npm-registry.naea1.uds.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,"CN=uds.lenovo.com, O=LENOVO (UNITED STATES) INC., L=Morrisville, ST=North Carolina, C=US",uds.lenovo.com,LENOVO (UNITED STATES) INC.,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,npm-registry.naea1.uds.lenovo.com,443,https://npm-registry.naea1.uds.lenovo.com:443,https,cloudflare,text/html,GET,104.16.144.246,94,Cloudflare Bot Management,True,,
nz.motorola.com,motorola NZ | unlocked cell phones and modular smartphones,,726913,nz.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-30T16:13:05Z,CN=nz.motorola.com,nz.motorola.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,nz.motorola.com,80,http://nz.motorola.com:80,http,,text/html,GET,179.191.182.65,232,React,,,
oauth2.lenovo.com.cn,,,6,oauth2.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,oauth2.lenovo.com.cn,443,https://oauth2.lenovo.com.cn:443,https,,text/plain,GET,39.106.232.208,1,,,,
ocr.lenovo.com,,,53,ocr.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,"CN=ocr.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",ocr.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,ocr.lenovo.com,443,https://ocr.lenovo.com:443,https,nginx,text/html,GET,69.231.144.166,2,Nginx,,,
one.lenovo.com,Lenovo One,,15600,one.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-16T00:00:00Z,"CN=*.lenovo.com, O=联想（北京）有限公司, ST=北京市, C=CN",*.lenovo.com,联想（北京）有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,one.lenovo.com,443,https://one.lenovo.com:443,https,Tengine/2.3.3,text/html,GET,39.107.142.227,404,Tengine,,,
one.lenovo.com.cn,,,18,one.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,one.lenovo.com.cn,443,https://one.lenovo.com.cn:443,https,,text/plain,GET,39.106.232.147,1,,,,
one.mbgcdn.lenovo.com.cn,403 Forbidden,,575,one.mbgcdn.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,one.mbgcdn.lenovo.com.cn,443,https://one.mbgcdn.lenovo.com.cn:443,https,,text/html,GET,39.106.232.147,26,HSTS,,,
oobe.cnno1.uds.lenovo.com,,,16,oobe.cnno1.uds.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,oobe.cnno1.uds.lenovo.com,443,https://oobe.cnno1.uds.lenovo.com:443,https,cloudflare,text/html,GET,104.18.1.230,2,Cloudflare Bot Management,True,,
oobe.holo-one-dev.lenovo.com,,,42,oobe.holo-one-dev.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,CN=oobe.holo-one-dev.lenovo.com,oobe.holo-one-dev.lenovo.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,oobe.holo-one-dev.lenovo.com,443,https://oobe.holo-one-dev.lenovo.com:443,https,,application/json,GET,54.224.192.151,1,,,,
oobe.naea1.uds.lenovo.com,,,16,oobe.naea1.uds.lenovo.com,443,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,"CN=uds.lenovo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",uds.lenovo.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,oobe.naea1.uds.lenovo.com,443,https://oobe.naea1.uds.lenovo.com:443,https,cloudflare,text/html,GET,104.18.26.244,2,Cloudflare Bot Management,True,,
oobe.uds-qa.lenovo.com,Attention Required! | Cloudflare,,4520,oobe.uds-qa.lenovo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T14:44:41Z,CN=*.uds-qa.lenovo.com,*.uds-qa.lenovo.com,,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ctls,oobe.uds-qa.lenovo.com,443,https://oobe.uds-qa.lenovo.com:443,https,cloudflare,text/html,GET,104.18.26.49,94,Cloudflare Bot Management,True,,
oobe.uds.lenovo.com,,,16,oobe.uds.lenovo.com,443,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,"CN=uds.lenovo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",uds.lenovo.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,oobe.uds.lenovo.com,443,https://oobe.uds.lenovo.com:443,https,cloudflare,text/html,GET,104.18.26.244,2,Cloudflare Bot Management,True,,
oos.cochat.lenovo.com,502 - Web server received an invalid response while acting as a gateway or proxy server.,,1477,oos.cochat.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-10T00:00:00Z,"CN=*.cochat.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.cochat.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,ctls,oos.cochat.lenovo.com,443,https://oos.cochat.lenovo.com:443,https,Microsoft-IIS/10.0,text/html,GET,43.255.226.116,30,Windows Server,,,
open.lenovo.com.cn,403 Forbidden,,587,open.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,open.lenovo.com.cn,443,https://open.lenovo.com.cn:443,https,waf/4.34.2-0.el7,text/html,GET,138.113.147.154,25,,,,
openapi.motorola.com,403 Forbidden,,552,openapi.motorola.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-07T00:00:00Z,"CN=account.motorola.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",account.motorola.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,openapi.motorola.com,443,https://openapi.motorola.com:443,https,,text/html,GET,184.86.251.30,14,HSTS,,,
openlenovo.mbgstore.lenovo.com.cn,,,33,openlenovo.mbgstore.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,"CN=*.lenovomm.cn, O=北京神奇工场科技有限公司, ST=Beijing, C=CN",*.lenovomm.cn,北京神奇工场科技有限公司,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,openlenovo.mbgstore.lenovo.com.cn,443,https://openlenovo.mbgstore.lenovo.com.cn:443,https,,application/json,GET,39.103.35.140,1,Spring,,,
optout.motorola.com,Motorola Unsubscribe - Motorola,,5297,cloud.motorola-mail.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,"CN=cloud.motorola-mail.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.motorola-mail.com,"SALESFORCE.COM, INC.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cloud.motorola-mail.com,80,http://optout.motorola.com:80,http,,text/html,GET,95.101.54.210,103,Bootstrap:3.1.1,,,
optout.wd.lenovo.com,403 - Forbidden: Access is denied.,,1233,optout.wd.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-23T00:00:00Z,CN=*.wd.lenovo.com,*.wd.lenovo.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,optout.wd.lenovo.com,443,https://optout.wd.lenovo.com:443,https,Microsoft-IIS/10.0,text/html,GET,137.117.93.2,30,Windows Server,True,,
order.lenovo.com.cn,502 Bad Gateway,,1855,,,,,,,,,,,,,,80,http://order.lenovo.com.cn:80,http,waf/4.34.2-0.el7,text/html,GET,138.113.147.154,1,,,,
osd.lenovo.com,Goto Portal Index,,282,osd.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,osd.lenovo.com,443,https://osd.lenovo.com:443,https,Apache,text/html,GET,52.81.115.120,12,HSTS,,,
osp.lenovo.com,OSP Portal,,711,osp.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,"CN=*.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,osp.lenovo.com,443,https://osp.lenovo.com:443,https,earth,text/html,GET,43.255.226.169,8,HSTS,,,
otp.gtm.lenovo.com,,,111,otp.gtm.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-10T00:00:00Z,"CN=otp.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",otp.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,otp.gtm.lenovo.com,443,https://otp.gtm.lenovo.com:443,https,nginx,text/html,GET,104.232.254.46,2,Nginx,,,
otp.lenovo.com,,,111,otp.lenovo.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-10T00:00:00Z,"CN=otp.lenovo.com, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",otp.lenovo.com,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,otp.lenovo.com,443,https://otp.lenovo.com:443,https,nginx,text/html,GET,104.232.254.46,2,Nginx,,,
outlet.de.lenovo.com,"Offizielle Lenovo DE Website | Notebooks, Tablets, PCs, Rechenzentren, Phones | Lenovo Deutschland",,179703,www.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.lenovo.com,443,https://outlet.de.lenovo.com:443,https,openresty,text/html,GET,45.60.33.126,1595,OpenResty,True,,
outlet.fr.lenovo.com,"Site officiel Lenovo FR | Ordinateurs, smartphones, datacenter | Lenovo France",,179695,www.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.lenovo.com,443,https://outlet.fr.lenovo.com:443,https,openresty,text/html,GET,45.60.33.126,1603,OpenResty,True,,
outlet.uk.lenovo.com,Lenovo Outlet Online Store,,29146,,,,,,,,,,,,,,443,https://outlet.uk.lenovo.com:443,https,Apache,text/html,GET,45.60.33.126,1107,Varnish:6.6,True,,
outletap.lenovo.com,"Offizielle Lenovo DE Website | Notebooks, Tablets, PCs, Rechenzentren, Phones | Lenovo Deutschland",,175928,www.lenovo.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,"CN=*.lenovo.com, O=Lenovo Technology Sdn. Bhd., L=Petaling Jaya, ST=Selangor, C=MY",*.lenovo.com,Lenovo Technology Sdn. Bhd.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.lenovo.com,80,http://outletap.lenovo.com:80,http,openresty,text/html,GET,23.212.202.174,1547,OpenResty,,,
paas.lenovo.com.cn,,,130,paas.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-28T00:00:00Z,CN=paas.lenovo.com.cn,paas.lenovo.com.cn,,"CN=Encryption Everywhere DV TLS CA - G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Encryption Everywhere DV TLS CA - G1,DigiCert Inc,ctls,paas.lenovo.com.cn,443,https://paas.lenovo.com.cn:443,https,,application/json,GET,39.105.251.195,1,HSTS,,,
paasext.lenovo.com.cn,503 Service Temporarily Unavailable,,608,paasext.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,CN=*.lenovo.com,*.lenovo.com,,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,paasext.lenovo.com.cn,443,https://paasext.lenovo.com.cn:443,https,,text/html,GET,123.57.139.121,14,,,,
partner.lenovo.com.cn,联想生态合作伙伴,,98771,partner.lenovo.com.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-03T00:00:00Z,"CN=*.lenovo.com.cn, O=Lenovo (Beijing) Limited, ST=Beijing, C=CN",*.lenovo.com.cn,Lenovo (Beijing) Limited,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,ctls,partner.lenovo.com.cn,443,https://partner.lenovo.com.cn:443,https,Tengine,text/html,GET,163.171.128.148,1773,Tengine,,,
