new,host,a,cname,soa,status_code,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,caa
[x],il-isales.merck.com,155.91.34.166,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],images.msd.com,35.241.59.232,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",True,google,,,,,,
[x],improve-asthma-control-webcast.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],india2-isales.merck.com,155.91.34.165,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],investors.merck.com,192.0.66.224,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],iphh1.merck.com,155.91.38.101,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],iphh2.merck.com,155.91.38.102,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net",,,,,,,,
[x],iphh3.merck.com,155.91.38.103,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",,,,,,,,
[x],isales-anz.merck.com,155.91.27.14,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],isales-czech.merck.com,155.91.27.12,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],issues-testing.merck.com,"52.85.242.6, 52.85.242.109, 52.85.242.65, 52.85.242.38",d2k8mp3c6nz3c5.cloudfront.net,"ns-905.awsdns-49.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-90.awsdns-11.com, ns-905.awsdns-49.net, ns-1367.awsdns-42.org, ns-1809.awsdns-34.co.uk",True,cloudfront,,,,,,
[x],itdmdtrk-dev.merck.com,,,,NOERROR,,,,,,,,,
[x],jabber-ut.merck.com,155.91.60.44,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],jabber.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,"f+nfdxJo/yTcuke7aMo6dHfyLHHDuYZGH344917o8I3ArjqvV1ATFlCma6T5Q31yDs00dvEDn7ULgjmKMNqNWA==, ciscocidomainverification=10c55ed7f1878eddcb0ad6c6f5941233e11c5158bad0a7af2cff5327eee8d921",,,"taz.merck.com, bugs.merck.com, wily.merck.com, butch.merck.com, dolly.merck.com, hubie.merck.com, molly.merck.com, pluto.merck.com, barvie.merck.com, marvin.merck.com",,
[x],jamfproxy.merck.com,155.91.34.205,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],jo-isales.merck.com,155.91.34.182,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],jobs.merck.com,"52.205.0.92, 52.4.214.3","merck.phenompeople.com, hubsite-prod2-426125571.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jobs.msd.com,"18.154.63.66, 18.154.63.26, 18.154.63.23, 18.154.63.89","msd.phenompeople.com, du0zxdd380mir.cloudfront.net","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1281.awsdns-32.org, ns-1911.awsdns-46.co.uk, ns-254.awsdns-31.com, ns-961.awsdns-56.net",True,cloudfront,,,,,"2600:9000:243d:d400:10:99dd:80c0:93a1, 2600:9000:243d:d800:10:99dd:80c0:93a1, 2600:9000:243d:ce00:10:99dd:80c0:93a1, 2600:9000:243d:7e00:10:99dd:80c0:93a1, 2600:9000:243d:0:10:99dd:80c0:93a1, 2600:9000:243d:4000:10:99dd:80c0:93a1, 2600:9000:243d:e600:10:99dd:80c0:93a1, 2600:9000:243d:c200:10:99dd:80c0:93a1",
[x],jptkyt1-jp1vmp.merck.com,,,,NOERROR,,,,,,,,,
[x],jss.merck.com,"3.232.214.214, 34.235.208.207","merck.jamfcloud.com, merck-alb-502740988.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],keys.merck.com,"155.91.38.142, 155.91.38.146",,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],km-hcp-dev.merck.com,,,,NOERROR,,,,,,,,,
[x],kr1-isales.merck.com,155.91.34.156,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],kr2-isales.merck.com,155.91.34.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],la.email.msd.com,35.234.140.243,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,"ns4.anlx.net, ns5.anlx.net, ns1.anlx.net, ns2.anlx.net, ns3.anlx.net",True,google,v=spf1 ip4:81.91.104.0/24 exists:%{i}._spf.e.sparkpost.com ptr:mta.e.sparkpost.com -all,,,164.la.email.msd.com,,
[x],la2-isales.merck.com,155.91.34.100,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],lb-isales.merck.com,155.91.34.181,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],lcsext.merck.com,155.91.38.33,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],lctcvp1221.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],lctcvp7287.merck.com,,,,NOERROR,,,,,,,,,
[x],lctcvt1041.merck.com,,,,NOERROR,,,,,,,,,
[x],legacywebmail-sg.merck.com,54.120.254.16,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],lightning.merck.com,155.91.27.189,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],livechat-ut.merck.com,155.91.37.38,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],localhost.merck.com,127.0.0.1,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,True,127.0.0.1,,,
[x],login-ut.msd.com,"13.227.219.7, 13.227.219.15, 13.227.219.116, 13.227.219.98",d23gmekr6g3j57.cloudfront.net,"ns-84.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-84.awsdns-10.com, ns-1218.awsdns-24.org, ns-1898.awsdns-45.co.uk, ns-641.awsdns-16.net",True,cloudfront,,,,,,
[x],login.msd.com,"108.138.51.27, 108.138.51.114, 108.138.51.98, 108.138.51.124, 205.251.193.2, 205.251.197.16",d1nqpkqw9mf5cr.cloudfront.net,"ns-1296.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1542.awsdns-00.co.uk, ns-1296.awsdns-34.org, ns-258.awsdns-32.com, ns-543.awsdns-03.net",True,cloudfront,,,,,,
[x],lwsvt018.merck.com,155.91.27.139,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],lyncpool1ext.merck.com,155.91.34.141,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],ma-dev.msd.com,136.147.129.27,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 include:cust-spf.exacttarget.com -all,,,inbound-reply.s7.exacttarget.com,,
[x],mail-ap.merck.com,155.91.136.179,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mail.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mail.msd.com,155.91.16.155,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mail01.merck.com,155.91.16.2,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,"v=spf1 ip4:74.116.4.0/22 a mx -all, spf2.0/pra ip4:74.116.4.0/22 a mx -all, t=y; o=~",,,mail.mail01.merck.com,,
[x],mail02.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mail03.merck.com,"155.91.16.2, 74.116.7.139",,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net, dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net",,,,,,mail.mail03.merck.com,,
[x],maileater.email.msd.com,,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,,,,,,,maileater.email.msd.com,,
[x],manejo-combinaciones-fijas.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],martian.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],marvin.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],maxwell.merck.com,155.91.136.89,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mcm.email.msd.com,,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,"ns4.anlx.net, ns5.anlx.net, ns1.anlx.net, ns2.anlx.net, ns3.anlx.net",,,,,,,,
[x],meet.merck.com,155.91.34.141,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],merck-ut.merck.com,155.91.16.2,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],merck.com,192.0.66.224,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net",,,"autodesk-domain-verification=QidA8UKJFkGFps0q21Ve, workplace-domain-verification=cZLaRzArPk5jzUj4tcvJm8xtxeWedR, docker-verification=b412836e-72f7-4a97-a67f-559c47a1d517, MS=ms81705768, MS=ms73390276, google-site-verification=Mxpc7VG_3cBpAqm9gE0YjgVs80pVkZs6-mSZTJeDZSM, NM3NBUfHMehhQbbV4KLwYKCcHEGbMIeUrR8WXIn+ECtXmrshEmZFlLtQN/Ve4ley/2xE5Dj5oFB51rYZBAt7xA==, facebook-domain-verification=9kjy8qvfwmsr3wjj8wci2waq80vl1c, rvxhp3tp6ft3s0tm57v4fmnt2x59clpq, adobe-idp-site-verification=c9df9d351e2d97fe46b43740c6593677199a0bc21036f69a3e304fb45ba1fdba, TNvYRxzRPZ9bp12r3tS8oIWZ7CqmudOjsx7_f2a9UCg, google-site-verification=TNvYRxzRPZ9bp12r3tS8oIWZ7CqmudOjsx7_f2a9UCg, w0sg3gyn09nh3tqmf65frh18nddvmx3v, 8gcvl81vgkbcnq6nz80f12rq0cy438h2, ys4kh6150g7rsrgnr5kzmqzykkwpbhlv, google-site-verification=fFR6UZDhXRia_VuIGTVOCOlwQzpsndzqs6PubIIOfnk, atlassian-domain-verification=ciUKXFyshP71uhmcYlixwC3ClAKoTjYehQTYKZ/4WdBAEfdP7ZKxfTbXsSYkVgky, _globalsign-domain-verification=J7ojurG8pfHB1_T7RRXWhSXvJnAJ-Ly9X4moPnOfve, cloudhealth=1f6ab3c0-a9a8-4379-b750-c416c5a023d7, y24y8d5tf27321g3h6rs2z3q8k8md9ls, zm4xgs82p44jf5nbr2fv8k95d34vljck, g4mp7kf92k0pttl4dwpc66sm3y4hhslc, 76dkj9u7598f7503gp8j9thda8, jlvgnenmenn78fup62soefgcph, 20q8kh5vb8lc34dg17lk07rh5n, ehklccfrmqtog011qavchou5oo, 2a6hcn5keoukshbma518dg69a5, Dynatrace-site-verification=3a44c6ac-87f4-4c95-a4b2-61b75996bcf9__556f2vbvbo83bs55ff6a3itci9, onetrust-domain-verification=1478f1a6e1ed4c2c9c099a356b4e1284, onetrust-domain-verification=6095750f880442f6a27969ee753b9623, google-site-verification=k7Tz6dZz7mJa7iQ8I1cqR2Kn_gDRTYoWEMMhcSFyYT4, vmware-cloud-verification-1840573e-2bc4-4fb4-b45d-cdc1083f431d, 44e4c91b36f190hu3vc5j589r, 2mjbhlht9j0g3928i2oe5nqi6a, v=spf1 include:spf1.merck.com include:spf2.merck.com ~all, ibmid= 81d5ac3b-53ce-4d24-9062-4057a4045f96, kjDXtGLRgdP5O01I8wySejNk1/dm/A3GVOA1+hhDBKzg7pDUohIuvQh+yqF8s4c5ypL6vo1xh0shh6oaFlpGUg==, flexera-domain-verification-pjdxpopuhvhasmse, v=DMARC1; p=none; pct=100; rua=mailto:sensehubfeedlot@merck.com",,,msdcloud.mail.protection.outlook.com,,
[x],merckpartner-ut.msd.com,"108.138.199.76, 108.138.199.104, 108.138.199.57, 108.138.199.94",d1zc66fdpjxrbn.cloudfront.net,"ns-1367.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1367.awsdns-42.org, ns-1625.awsdns-11.co.uk, ns-277.awsdns-34.com, ns-536.awsdns-03.net",True,cloudfront,,,,,,
[x],methods.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],migendpoint1.merck.com,54.52.5.19,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],migendpoint2.merck.com,54.52.5.20,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],migendpoint3.merck.com,54.52.5.21,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],migendpoint4.merck.com,54.62.192.7,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mobilerd-test.merck.com,155.91.27.75,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mobilerd.merck.com,155.91.59.132,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],molly.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],mphl-dpc.msd.com,83.169.79.141,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mrlgtt-beta.merck.com,52.142.38.40,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],mrlgtt-uat.merck.com,52.149.201.88,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,True,azure,,,,,,
[x],mrlsftprod.merck.com,155.91.38.45,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msd-d-ma-smtp-001.merck.com,157.133.232.85,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msd-eas-webcast.msd.com,"99.83.236.178, 75.2.16.51",redirect-prod.apps.americas.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msd-p-ma-smtp-001.merck.com,157.133.232.87,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msd-q-ma-smtp-001.merck.com,157.133.232.88,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msd-q2-ma-smtp-001.merck.com,64.28.65.84,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msd-s-ma-smtp-001.merck.com,157.133.232.86,,,NOERROR,,,,,,,,,
[x],msd-v2-webinterface-dev.email.msd.com,81.91.104.163,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,,,,,,,,,
[x],msdadvance.merck.com,"18.160.41.48, 18.160.41.16, 18.160.41.126, 18.160.41.97, 205.251.193.178, 205.251.194.160, 205.251.196.154, 205.251.198.193",d2esi665r7wpvs.cloudfront.net,"ns-672.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-434.awsdns-54.com, ns-1178.awsdns-19.org, ns-672.awsdns-20.net, ns-1729.awsdns-24.co.uk",True,cloudfront,,,,,"2600:9000:24f2:e600:8:d633:8200:93a1, 2600:9000:24f2:ec00:8:d633:8200:93a1, 2600:9000:24f2:1c00:8:d633:8200:93a1, 2600:9000:24f2:6400:8:d633:8200:93a1, 2600:9000:24f2:6800:8:d633:8200:93a1, 2600:9000:24f2:9800:8:d633:8200:93a1, 2600:9000:24f2:e200:8:d633:8200:93a1, 2600:9000:24f2:5000:8:d633:8200:93a1",
[x],msdatherosclerosissatellitesymposiumsept3.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msdcloudsignout.merck.com,"13.107.137.11, 13.107.139.11","msdcloud.sharepoint.com, 5145-ipv4mte.clump.dprodmgd105.aa-rt.sharepoint.com, 192852-ipv4mte.farm.dprodmgd105.aa-rt.sharepoint.com, 192852-ipv4mte.farm.dprodmgd105.sharepointonline.com.akadns.net, 192852-ipv4.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spov-0006.spov-msedge.net, dual-spov-0006.spov-msedge.net","ns1.spov-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],msddiabetessymposiumchicago21june.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msddiabetessymposiummiami24augustla.msd.com,78.136.60.134,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],msdpecuariadigital.msd.com,"108.157.214.104, 108.157.214.114, 108.157.214.67, 108.157.214.14",d2pj0s5drs7nrr.cloudfront.net,"ns-153.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-153.awsdns-19.com, ns-1608.awsdns-09.co.uk, ns-551.awsdns-04.net, ns-1459.awsdns-54.org",True,cloudfront,,,,,,
[x],msdpobahasain.msd.com,"75.2.16.51, 99.83.236.178",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",,,,,,,,
[x],msdpohebrew.msd.com,"99.83.236.178, 75.2.16.51",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.ma-dev.msd.com,13.111.13.145,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-ca.merck.com,13.111.129.34,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-de.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-es.msd.com,13.111.129.38,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-eucan.msd.com,13.111.129.41,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-euram.msd.com,13.111.129.40,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-it.msd.com,13.111.129.45,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-jp.msd.com,13.111.129.37,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",,,,,,,,
[x],mta.sfmc-test-latam.msd.com,13.111.10.43,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mta.sfmc-test-uk.msd.com,13.111.129.39,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mvloft.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mx1.eucan.email.msd.com,81.91.104.176,,"ns1.anlx.net, hostmaster.anlx.net",NOERROR,"ns1.anlx.net, ns2.anlx.net, ns3.anlx.net, ns4.anlx.net, ns5.anlx.net",,,,,,,,
[x],mx2-isales.merck.com,155.91.34.81,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mx3-isales.merck.com,155.91.34.201,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],my-isales.merck.com,155.91.34.107,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],myaccount-ah.msd.com,"13.248.198.0, 76.223.68.176",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],myaccount-hh-dev.msd.com,"13.248.198.0, 76.223.68.176",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns6.customer.level3.net, ns9.customer.level3.net, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net",,,,,,,,
[x],myaccount-hh-qa.msd.com,"76.223.68.176, 13.248.198.0",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],myaccount-hh-sbx.msd.com,"13.248.198.0, 76.223.68.176",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],myaccount-hh.msd.com,"76.223.68.176, 13.248.198.0",,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mydashboards-dev.msd.com,"18.244.146.103, 18.244.146.57, 18.244.146.6, 18.244.146.64",d1tuzqcmxudzxi.cloudfront.net,"ns-58.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-58.awsdns-07.com, ns-1891.awsdns-44.co.uk, ns-1372.awsdns-43.org, ns-1014.awsdns-62.net",True,cloudfront,,,,,,
[x],mydashboards.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mydrive.merck.com,"13.107.137.11, 13.107.139.11","msdcloud.sharepoint.com, 5145-ipv4mte.clump.dprodmgd105.aa-rt.sharepoint.com, 192852-ipv4mte.farm.dprodmgd105.aa-rt.sharepoint.com, 192852-ipv4mte.farm.dprodmgd105.sharepointonline.com.akadns.net, 192852-ipv4.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spov-0006.spov-msedge.net, dual-spov-0006.spov-msedge.net","ns1.spov-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],myimperative.msd.com,"13.248.198.0, 76.223.68.176",*.apps.europe.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mylearning.msd.com,"76.223.76.171, 13.248.206.15",*.apps.asia.cf.webappsp.com,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"ns9.customer.level3.net, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net",,,,,,,,
[x],mymaia-dev.msd.com,"18.244.146.6, 18.244.146.57, 18.244.146.64, 18.244.146.103",d1tuzqcmxudzxi.cloudfront.net,"ns-58.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-58.awsdns-07.com, ns-1014.awsdns-62.net, ns-1372.awsdns-43.org, ns-1891.awsdns-44.co.uk",True,cloudfront,,,,,,
[x],mymaia.msd.com,,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],mymail-dev.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],myphone-pilot.merck.com,155.91.37.54,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],myphone-test.merck.com,155.91.38.107,myphone-test.merck.com.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],netherlands.merck.com,77.43.63.190,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],newsectigocatest.merck.com,,,,NOERROR,,,,,,,,,
[x],newton.merck.com,155.91.136.91,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],nlamdt1-sbc.merck.com,155.91.78.17,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],nlamdt2-sbc.merck.com,155.91.78.18,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],nlamdt4-sbc.merck.com,155.91.78.20,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net",,,,,,,,
[x],ns2.merck.com,68.94.156.134,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],ns6.merck.com,209.244.4.148,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,"dbru.br.ns.els-gms.att.net, cbru.br.ns.els-gms.att.net, dmtu.mt.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns6.customer.level3.net, ns9.customer.level3.net",,,,,,,,
[x],o358.ptr4706.careers.msd.com,168.245.104.175,,"cbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
[x],o359.ptr70.careeralerts.merck.com,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
