new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,has_internal_ips,internal_ips,mx,caa,txt
[x],h-135-207-102-94.proxy.brave.com,"52.85.132.40, 52.85.132.122, 52.85.132.8, 52.85.132.51, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:2200:b:dfaf:7b40:93a1, 2600:9000:2073:8a00:b:dfaf:7b40:93a1, 2600:9000:2073:8200:b:dfaf:7b40:93a1, 2600:9000:2073:9200:b:dfaf:7b40:93a1, 2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:5800:b:dfaf:7b40:93a1, 2600:9000:2073:a400:b:dfaf:7b40:93a1, 2600:9000:2073:f200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],h-135-207-103-42.proxy.brave.com,,,d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-103-84.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.15, 18.66.112.82","2600:9000:223f:5600:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:9600:b:dfaf:7b40:93a1, 2600:9000:223f:1e00:b:dfaf:7b40:93a1, 2600:9000:223f:ae00:b:dfaf:7b40:93a1, 2600:9000:223f:8e00:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-105-53.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.15, 18.66.112.48","2600:9000:223f:b000:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:d400:b:dfaf:7b40:93a1, 2600:9000:223f:e600:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:2600:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1, 2600:9000:223f:9c00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],h-135-207-105-67.proxy.brave.com,"18.66.112.48, 18.66.112.82, 18.66.112.15, 18.66.112.126","2600:9000:223f:ca00:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:1c00:b:dfaf:7b40:93a1, 2600:9000:223f:400:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:7200:b:dfaf:7b40:93a1, 2600:9000:223f:fa00:b:dfaf:7b40:93a1, 2600:9000:223f:f800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],h-135-207-128-3.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:4a00:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:7800:b:dfaf:7b40:93a1, 2600:9000:223f:7c00:b:dfaf:7b40:93a1, 2600:9000:223f:8200:b:dfaf:7b40:93a1, 2600:9000:223f:1600:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],h-135-207-128-89.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-14-15.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.48, 18.66.112.82","2600:9000:223f:7a00:b:dfaf:7b40:93a1, 2600:9000:223f:e200:b:dfaf:7b40:93a1, 2600:9000:223f:ce00:b:dfaf:7b40:93a1, 2600:9000:223f:aa00:b:dfaf:7b40:93a1, 2600:9000:223f:3c00:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:ea00:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],h-135-207-14-90.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.48, 18.66.112.82","2600:9000:223f:7e00:b:dfaf:7b40:93a1, 2600:9000:223f:ca00:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:1c00:b:dfaf:7b40:93a1, 2600:9000:223f:fa00:b:dfaf:7b40:93a1, 2600:9000:223f:3800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-16-29.proxy.brave.com,"52.85.132.122, 52.85.132.51, 52.85.132.8, 52.85.132.40","2600:9000:2073:9e00:b:dfaf:7b40:93a1, 2600:9000:2073:5600:b:dfaf:7b40:93a1, 2600:9000:2073:7600:b:dfaf:7b40:93a1, 2600:9000:2073:7c00:b:dfaf:7b40:93a1, 2600:9000:2073:4c00:b:dfaf:7b40:93a1, 2600:9000:2073:9c00:b:dfaf:7b40:93a1, 2600:9000:2073:6a00:b:dfaf:7b40:93a1, 2600:9000:2073:8400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],h-135-207-164-75.proxy.brave.com,"108.138.217.26, 108.138.217.52, 108.138.217.34, 108.138.217.84","2600:9000:2487:3800:b:dfaf:7b40:93a1, 2600:9000:2487:4400:b:dfaf:7b40:93a1, 2600:9000:2487:ea00:b:dfaf:7b40:93a1, 2600:9000:2487:a800:b:dfaf:7b40:93a1, 2600:9000:2487:8a00:b:dfaf:7b40:93a1, 2600:9000:2487:c800:b:dfaf:7b40:93a1, 2600:9000:2487:a00:b:dfaf:7b40:93a1, 2600:9000:2487:9600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-164-78.proxy.brave.com,"18.66.112.48, 18.66.112.82, 18.66.112.15, 18.66.112.126","2600:9000:223f:a600:b:dfaf:7b40:93a1, 2600:9000:223f:ea00:b:dfaf:7b40:93a1, 2600:9000:223f:4200:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:5e00:b:dfaf:7b40:93a1, 2600:9000:223f:9200:b:dfaf:7b40:93a1, 2600:9000:223f:e000:b:dfaf:7b40:93a1, 2600:9000:223f:c600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-176-52.proxy.brave.com,"13.32.145.9, 13.32.145.2, 13.32.145.51, 13.32.145.116","2600:9000:223f:4000:b:dfaf:7b40:93a1, 2600:9000:223f:c000:b:dfaf:7b40:93a1, 2600:9000:223f:7e00:b:dfaf:7b40:93a1, 2600:9000:223f:2c00:b:dfaf:7b40:93a1, 2600:9000:223f:b800:b:dfaf:7b40:93a1, 2600:9000:223f:be00:b:dfaf:7b40:93a1, 2600:9000:223f:7000:b:dfaf:7b40:93a1, 2600:9000:223f:a600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-177-64.proxy.brave.com,"18.66.112.15, 18.66.112.126, 18.66.112.48, 18.66.112.82","2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:e200:b:dfaf:7b40:93a1, 2600:9000:223f:5c00:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:6600:b:dfaf:7b40:93a1, 2600:9000:223f:cc00:b:dfaf:7b40:93a1, 2600:9000:223f:1a00:b:dfaf:7b40:93a1, 2600:9000:223f:2600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-178-59.proxy.brave.com,"18.244.146.75, 18.244.146.107, 18.244.146.7, 18.244.146.76, 205.251.195.14, 205.251.198.88","2600:9000:26de:6600:b:dfaf:7b40:93a1, 2600:9000:26de:8e00:b:dfaf:7b40:93a1, 2600:9000:26de:b600:b:dfaf:7b40:93a1, 2600:9000:26de:e00:b:dfaf:7b40:93a1, 2600:9000:26de:f800:b:dfaf:7b40:93a1, 2600:9000:26de:4a00:b:dfaf:7b40:93a1, 2600:9000:26de:3600:b:dfaf:7b40:93a1, 2600:9000:26de:c200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],h-135-207-180-25.proxy.brave.com,"18.66.112.126, 18.66.112.15, 18.66.112.48, 18.66.112.82",,d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],h-135-207-180-83.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.15, 18.66.112.48","2600:9000:223f:6800:b:dfaf:7b40:93a1, 2600:9000:223f:7200:b:dfaf:7b40:93a1, 2600:9000:223f:f200:b:dfaf:7b40:93a1, 2600:9000:223f:9a00:b:dfaf:7b40:93a1, 2600:9000:223f:e800:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:7000:b:dfaf:7b40:93a1, 2600:9000:223f:8000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],h-135-207-181-17.proxy.brave.com,"13.32.145.116, 13.32.145.9, 13.32.145.51, 13.32.145.2","2600:9000:20e1:4a00:b:dfaf:7b40:93a1, 2600:9000:20e1:b800:b:dfaf:7b40:93a1, 2600:9000:20e1:2800:b:dfaf:7b40:93a1, 2600:9000:20e1:f000:b:dfaf:7b40:93a1, 2600:9000:20e1:9400:b:dfaf:7b40:93a1, 2600:9000:20e1:6400:b:dfaf:7b40:93a1, 2600:9000:20e1:8a00:b:dfaf:7b40:93a1, 2600:9000:20e1:4800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],h-135-207-181-21.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.15, 18.66.112.82","2600:9000:223f:6000:b:dfaf:7b40:93a1, 2600:9000:223f:4200:b:dfaf:7b40:93a1, 2600:9000:223f:2e00:b:dfaf:7b40:93a1, 2600:9000:223f:6800:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:fa00:b:dfaf:7b40:93a1, 2600:9000:223f:7200:b:dfaf:7b40:93a1, 2600:9000:223f:3600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],h-135-207-183-91.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.126, 18.66.112.15","2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:5e00:b:dfaf:7b40:93a1, 2600:9000:223f:ec00:b:dfaf:7b40:93a1, 2600:9000:223f:cc00:b:dfaf:7b40:93a1, 2600:9000:223f:ae00:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1, 2600:9000:223f:de00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],h-135-207-218-25.proxy.brave.com,"65.9.86.104, 65.9.86.115, 65.9.86.91, 65.9.86.42","2600:9000:2104:d600:b:dfaf:7b40:93a1, 2600:9000:2104:dc00:b:dfaf:7b40:93a1, 2600:9000:2104:8600:b:dfaf:7b40:93a1, 2600:9000:2104:e000:b:dfaf:7b40:93a1, 2600:9000:2104:3000:b:dfaf:7b40:93a1, 2600:9000:2104:e800:b:dfaf:7b40:93a1, 2600:9000:2104:7c00:b:dfaf:7b40:93a1, 2600:9000:2104:4a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],h-135-207-224-30.proxy.brave.com,"18.244.146.107, 18.244.146.76, 18.244.146.7, 18.244.146.75, 205.251.195.14, 205.251.198.88","2600:9000:26de:f800:b:dfaf:7b40:93a1, 2600:9000:26de:3600:b:dfaf:7b40:93a1, 2600:9000:26de:e00:b:dfaf:7b40:93a1, 2600:9000:26de:4a00:b:dfaf:7b40:93a1, 2600:9000:26de:6600:b:dfaf:7b40:93a1, 2600:9000:26de:8e00:b:dfaf:7b40:93a1, 2600:9000:26de:b600:b:dfaf:7b40:93a1, 2600:9000:26de:c200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
[x],h-135-207-228-37.proxy.brave.com,"18.66.112.48, 18.66.112.82, 18.66.112.126, 18.66.112.15","2600:9000:223f:6600:b:dfaf:7b40:93a1, 2600:9000:223f:ca00:b:dfaf:7b40:93a1, 2600:9000:223f:d000:b:dfaf:7b40:93a1, 2600:9000:223f:f000:b:dfaf:7b40:93a1, 2600:9000:223f:0:b:dfaf:7b40:93a1, 2600:9000:223f:4200:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:5200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],h-135-207-228-59.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:a600:b:dfaf:7b40:93a1, 2600:9000:223f:aa00:b:dfaf:7b40:93a1, 2600:9000:223f:c800:b:dfaf:7b40:93a1, 2600:9000:223f:f800:b:dfaf:7b40:93a1, 2600:9000:223f:200:b:dfaf:7b40:93a1, 2600:9000:223f:1a00:b:dfaf:7b40:93a1, 2600:9000:223f:9200:b:dfaf:7b40:93a1, 2600:9000:223f:9600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
[x],h-135-207-228-98.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.48, 18.66.112.15","2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:fe00:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-229-69.proxy.brave.com,"52.85.242.11, 52.85.242.86, 52.85.242.26, 52.85.242.106","2600:9000:21c3:c000:b:dfaf:7b40:93a1, 2600:9000:21c3:d200:b:dfaf:7b40:93a1, 2600:9000:21c3:8e00:b:dfaf:7b40:93a1, 2600:9000:21c3:d800:b:dfaf:7b40:93a1, 2600:9000:21c3:3200:b:dfaf:7b40:93a1, 2600:9000:21c3:ee00:b:dfaf:7b40:93a1, 2600:9000:21c3:cc00:b:dfaf:7b40:93a1, 2600:9000:21c3:7400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],h-135-207-229-94.proxy.brave.com,"18.244.146.107, 18.244.146.7, 18.244.146.75, 18.244.146.76, 205.251.195.14, 205.251.198.88","2600:9000:26de:4a00:b:dfaf:7b40:93a1, 2600:9000:26de:3600:b:dfaf:7b40:93a1, 2600:9000:26de:8e00:b:dfaf:7b40:93a1, 2600:9000:26de:f800:b:dfaf:7b40:93a1, 2600:9000:26de:c200:b:dfaf:7b40:93a1, 2600:9000:26de:6600:b:dfaf:7b40:93a1, 2600:9000:26de:e00:b:dfaf:7b40:93a1, 2600:9000:26de:b600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-231-4.proxy.brave.com,"13.32.145.116, 13.32.145.9, 13.32.145.2, 13.32.145.51","2600:9000:20e1:8a00:b:dfaf:7b40:93a1, 2600:9000:20e1:4a00:b:dfaf:7b40:93a1, 2600:9000:20e1:2800:b:dfaf:7b40:93a1, 2600:9000:20e1:9400:b:dfaf:7b40:93a1, 2600:9000:20e1:4800:b:dfaf:7b40:93a1, 2600:9000:20e1:f000:b:dfaf:7b40:93a1, 2600:9000:20e1:6400:b:dfaf:7b40:93a1, 2600:9000:20e1:b800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],h-135-207-231-93.proxy.brave.com,"18.66.112.15, 18.66.112.48, 18.66.112.82, 18.66.112.126","2600:9000:223f:de00:b:dfaf:7b40:93a1, 2600:9000:223f:4000:b:dfaf:7b40:93a1, 2600:9000:223f:f600:b:dfaf:7b40:93a1, 2600:9000:223f:2600:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1, 2600:9000:223f:c600:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],h-135-207-240-47.proxy.brave.com,"52.85.132.51, 52.85.132.8, 52.85.132.40, 52.85.132.122","2600:9000:2073:5800:b:dfaf:7b40:93a1, 2600:9000:2073:8200:b:dfaf:7b40:93a1, 2600:9000:2073:f200:b:dfaf:7b40:93a1, 2600:9000:2073:a400:b:dfaf:7b40:93a1, 2600:9000:2073:9200:b:dfaf:7b40:93a1, 2600:9000:2073:2200:b:dfaf:7b40:93a1, 2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:8a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],h-135-207-241-48.proxy.brave.com,"52.85.242.106, 52.85.242.11, 52.85.242.86, 52.85.242.26","2600:9000:21c3:bc00:b:dfaf:7b40:93a1, 2600:9000:21c3:ba00:b:dfaf:7b40:93a1, 2600:9000:21c3:1800:b:dfaf:7b40:93a1, 2600:9000:21c3:4c00:b:dfaf:7b40:93a1, 2600:9000:21c3:9600:b:dfaf:7b40:93a1, 2600:9000:21c3:7800:b:dfaf:7b40:93a1, 2600:9000:21c3:2e00:b:dfaf:7b40:93a1, 2600:9000:21c3:6a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],h-135-207-241-87.proxy.brave.com,"65.9.86.115, 65.9.86.42, 65.9.86.91, 65.9.86.104","2600:9000:2104:7200:b:dfaf:7b40:93a1, 2600:9000:2104:4000:b:dfaf:7b40:93a1, 2600:9000:2104:3e00:b:dfaf:7b40:93a1, 2600:9000:2104:1a00:b:dfaf:7b40:93a1, 2600:9000:2104:3200:b:dfaf:7b40:93a1, 2600:9000:2104:8e00:b:dfaf:7b40:93a1, 2600:9000:2104:4200:b:dfaf:7b40:93a1, 2600:9000:2104:d000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,"ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-246-71.proxy.brave.com,"18.244.146.107, 18.244.146.75, 18.244.146.7, 18.244.146.76, 205.251.195.14, 205.251.198.88","2600:9000:26de:c200:b:dfaf:7b40:93a1, 2600:9000:26de:6600:b:dfaf:7b40:93a1, 2600:9000:26de:8e00:b:dfaf:7b40:93a1, 2600:9000:26de:f800:b:dfaf:7b40:93a1, 2600:9000:26de:e00:b:dfaf:7b40:93a1, 2600:9000:26de:3600:b:dfaf:7b40:93a1, 2600:9000:26de:4a00:b:dfaf:7b40:93a1, 2600:9000:26de:b600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
[x],h-135-207-249-32.proxy.brave.com,"52.85.132.51, 52.85.132.40, 52.85.132.8, 52.85.132.122","2600:9000:2073:8200:b:dfaf:7b40:93a1, 2600:9000:2073:5800:b:dfaf:7b40:93a1, 2600:9000:2073:2200:b:dfaf:7b40:93a1, 2600:9000:2073:9200:b:dfaf:7b40:93a1, 2600:9000:2073:a400:b:dfaf:7b40:93a1, 2600:9000:2073:8a00:b:dfaf:7b40:93a1, 2600:9000:2073:9000:b:dfaf:7b40:93a1, 2600:9000:2073:f200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],h-135-207-254-3.proxy.brave.com,"65.9.86.115, 65.9.86.104, 65.9.86.42, 65.9.86.91","2600:9000:2104:c00:b:dfaf:7b40:93a1, 2600:9000:2104:6a00:b:dfaf:7b40:93a1, 2600:9000:2104:5800:b:dfaf:7b40:93a1, 2600:9000:2104:4c00:b:dfaf:7b40:93a1, 2600:9000:2104:c600:b:dfaf:7b40:93a1, 2600:9000:2104:6800:b:dfaf:7b40:93a1, 2600:9000:2104:4a00:b:dfaf:7b40:93a1, 2600:9000:2104:fc00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
[x],h-135-207-254-68.proxy.brave.com,"108.138.217.34, 108.138.217.84, 108.138.217.26, 108.138.217.52","2600:9000:2104:7200:b:dfaf:7b40:93a1, 2600:9000:2104:4000:b:dfaf:7b40:93a1, 2600:9000:2104:3e00:b:dfaf:7b40:93a1, 2600:9000:2104:1a00:b:dfaf:7b40:93a1, 2600:9000:2104:3200:b:dfaf:7b40:93a1, 2600:9000:2104:8e00:b:dfaf:7b40:93a1, 2600:9000:2104:4200:b:dfaf:7b40:93a1, 2600:9000:2104:d000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
