new,host,a,soa,status_code,mx,txt,cdn,cdn-name,cname,has_internal_ips,internal_ips,aaaa,ns,caa
,shift.originenergy.com.au,"18.66.112.72, 18.66.112.93, 18.66.112.16, 18.66.112.51","ns-1214.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1kpacf8dvkv60.cloudfront.net,,,"2600:9000:223f:9200:a:817b:7200:93a1, 2600:9000:223f:d400:a:817b:7200:93a1, 2600:9000:223f:d800:a:817b:7200:93a1, 2600:9000:223f:2000:a:817b:7200:93a1, 2600:9000:223f:3800:a:817b:7200:93a1, 2600:9000:223f:3c00:a:817b:7200:93a1, 2600:9000:223f:4600:a:817b:7200:93a1, 2600:9000:223f:6600:a:817b:7200:93a1","ns-280.awsdns-35.com, ns-688.awsdns-22.net, ns-1214.awsdns-23.org, ns-1627.awsdns-11.co.uk",
,sip.originenergy.com.au,203.20.196.71,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,smartworld.originenergy.com.au,119.9.38.130,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,575643-prod-mail1.originenergy.com.au,v=spf1 mx -all,,,,,,,,
,solarportal.fe-dev.originenergy.com.au,"108.157.229.81, 108.157.229.87, 108.157.229.119, 108.157.229.62","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1espy3r7o18do.cloudfront.net,,,,"ns-423.awsdns-52.com, ns-680.awsdns-21.net, ns-1059.awsdns-04.org, ns-1607.awsdns-08.co.uk",
,solarportal.fe.originenergy.com.au,"52.222.214.92, 52.222.214.46, 52.222.214.82, 52.222.214.51","ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d17hemr1fu6y8e.cloudfront.net,,,,"ns-1502.awsdns-59.org, ns-1934.awsdns-49.co.uk, ns-402.awsdns-50.com, ns-583.awsdns-08.net",
,spike.originenergy.com.au,"54.253.3.5, 52.65.156.250","ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,"mx2.hc852-37.ap.iphmx.com, mx1.hc852-37.ap.iphmx.com","v=spf1 a mx ip4:203.20.196.0/24 include:spf.protection.outlook.com include:esa.hc852-37.ap.iphmx.com include:spf.forwardemail.net -all, forward-email-site-verification=NboHFzhf4U",,,,,,,,
,staging-connect.origindigital-pac.com.au,"18.66.233.33, 18.66.233.39, 18.66.233.96, 18.66.233.128, 205.251.194.2","ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1mdxi6rmw4h2c.cloudfront.net,,,"2600:9000:2435:600:15:d8e5:d900:93a1, 2600:9000:2435:2400:15:d8e5:d900:93a1, 2600:9000:2435:d400:15:d8e5:d900:93a1, 2600:9000:2435:7000:15:d8e5:d900:93a1, 2600:9000:2435:6c00:15:d8e5:d900:93a1, 2600:9000:2435:5c00:15:d8e5:d900:93a1, 2600:9000:2435:8e00:15:d8e5:d900:93a1, 2600:9000:2435:ee00:15:d8e5:d900:93a1","ns-120.awsdns-15.com, ns-1643.awsdns-13.co.uk, ns-1056.awsdns-04.org, ns-514.awsdns-00.net",
,staging.connect.originenergy.com.au,"18.66.122.82, 18.66.122.84, 18.66.122.63, 18.66.122.97","ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"staging-connect.origindigital-pac.com.au, d1mdxi6rmw4h2c.cloudfront.net",,,,"ns-514.awsdns-00.net, ns-1643.awsdns-13.co.uk, ns-120.awsdns-15.com, ns-1056.awsdns-04.org",
,staging.digital.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,dixcmtg6u2j54.cloudfront.net,,,,,
,staging.origin.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,duvhyyuc4l3pl.cloudfront.net,,,,,
,staging1.rack.origindigital-pac.com.au,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,static.originenergy.com.au,"52.222.214.36, 52.222.214.67, 52.222.214.110, 52.222.214.115","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,dh3rh6e3q0lq3.cloudfront.net,,,,"ns-1273.awsdns-31.org, ns-139.awsdns-17.com, ns-1693.awsdns-19.co.uk, ns-868.awsdns-44.net",
,staticsite-cdn-prod.origindigital-pac.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d1i56i3j3nrnsc.cloudfront.net,,,,,
,staticsite-cdn-staging.origindigital-pac.com.au,"108.157.4.96, 108.157.4.128, 108.157.4.25, 108.157.4.105","ns-178.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2k6y9difh0ort.cloudfront.net,,,"2600:9000:2315:5c00:17:7b4a:9a40:93a1, 2600:9000:2315:3e00:17:7b4a:9a40:93a1, 2600:9000:2315:de00:17:7b4a:9a40:93a1, 2600:9000:2315:5400:17:7b4a:9a40:93a1, 2600:9000:2315:9400:17:7b4a:9a40:93a1, 2600:9000:2315:ee00:17:7b4a:9a40:93a1, 2600:9000:2315:4e00:17:7b4a:9a40:93a1, 2600:9000:2315:8600:17:7b4a:9a40:93a1","ns-2021.awsdns-60.co.uk, ns-968.awsdns-57.net, ns-1460.awsdns-54.org, ns-178.awsdns-22.com",
,statuspage.origindigital-pac.com.au,52.215.192.133,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,ky2l6glcmwfn.stspg-customer.com,,,,,"globalsign.com;, letsencrypt.org"
,support.originenergy.com.au,"18.244.146.10, 18.244.146.127, 18.244.146.51, 18.244.146.12","ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,svn.originenergy.com.au,203.122.252.75,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,sydvpn.originenergy.com.au,203.37.20.146,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,syzmrsus01.upstream.originenergy.com.au,,,NOERROR,,,,,,,,,,
,t.ecomms.originenergy.com.au,"54.66.56.0, 3.106.145.91","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,originenergy-mkt-prod5-wp47w-59846451.ap-southeast-2.elb.amazonaws.com,,,,,
,test.connect.originenergy.com.au,"13.32.99.34, 13.32.99.15, 13.32.99.4, 13.32.99.109","ns-948.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"test-connect.origindigital-dac.com.au, d1pnnvd0xjibkw.cloudfront.net",,,"2600:9000:2251:5000:3:bdd8:8800:93a1, 2600:9000:2251:e000:3:bdd8:8800:93a1, 2600:9000:2251:0:3:bdd8:8800:93a1, 2600:9000:2251:5a00:3:bdd8:8800:93a1, 2600:9000:2251:ac00:3:bdd8:8800:93a1, 2600:9000:2251:4000:3:bdd8:8800:93a1, 2600:9000:2251:c200:3:bdd8:8800:93a1, 2600:9000:2251:d200:3:bdd8:8800:93a1","ns-1229.awsdns-25.org, ns-1683.awsdns-18.co.uk, ns-61.awsdns-07.com, ns-948.awsdns-54.net",
,test.dataportal.originenergy.com.au,"13.224.222.17, 13.224.222.80, 13.224.222.11, 13.224.222.111","ns-1994.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d11uoejc0rzc12.cloudfront.net,,,"2600:9000:21a8:6800:6:93a8:a980:93a1, 2600:9000:21a8:8c00:6:93a8:a980:93a1, 2600:9000:21a8:9800:6:93a8:a980:93a1, 2600:9000:21a8:e600:6:93a8:a980:93a1, 2600:9000:21a8:4200:6:93a8:a980:93a1, 2600:9000:21a8:cc00:6:93a8:a980:93a1, 2600:9000:21a8:da00:6:93a8:a980:93a1, 2600:9000:21a8:3400:6:93a8:a980:93a1","ns-1242.awsdns-27.org, ns-1994.awsdns-57.co.uk, ns-500.awsdns-62.com, ns-805.awsdns-36.net",
,test.digital.api.odcdn.com.au,"52.222.236.24, 52.222.236.100, 52.222.236.116, 52.222.236.104","ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d16ijlxn2ri88z.cloudfront.net,,,,"ns-235.awsdns-29.com, ns-1755.awsdns-27.co.uk, ns-1030.awsdns-00.org, ns-569.awsdns-07.net",
,test.distributorlookup.api.odcdn.com.au,"18.154.63.90, 18.154.63.97, 18.154.63.19, 18.154.63.63","ns-203.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d3659mygf2jwtb.cloudfront.net,,,,"ns-203.awsdns-25.com, ns-1000.awsdns-61.net, ns-1522.awsdns-62.org, ns-1630.awsdns-11.co.uk",
,test.ftr.api.odcdn.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d240paqrqqst4r.cloudfront.net,,,,,
,tetraupdates.originenergy.com.au,,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,trapl.gtm.originenergy.com.au,"203.20.195.235, 203.20.195.15","slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,,
,trapl.originenergy.com.au,"13.238.180.74, 52.62.183.141, 54.253.233.220","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"trapl.etrm.io, etrm-trap-prod-alb-1854358665.ap-southeast-2.elb.amazonaws.com",,,,,
,trapltest.gtm.originenergy.com.au,"203.20.195.16, 203.20.195.236","slen.gtm.idc.telstra.com, hostmaster.slen.gtm.idc.telstra.com",NOERROR,,,,,,,,,,
,view.lpg.originenergy.com.au,128.245.48.224,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
,view.retail.originenergy.com.au,13.111.137.147,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1282.awsdns-32.org, ns-1747.awsdns-26.co.uk, ns-54.awsdns-06.com, ns-998.awsdns-60.net",
,wap.originenergy.com.au,203.16.214.209,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,web-corp-test.originenergy.com.au,"18.244.102.27, 18.244.102.13, 18.244.102.5, 18.244.102.54, 205.251.193.204, 205.251.194.44","ns-1774.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d2xppzjcxi65sz.cloudfront.net,,,"2600:9000:26df:6600:2:5ad6:38c0:93a1, 2600:9000:26df:d600:2:5ad6:38c0:93a1, 2600:9000:26df:f400:2:5ad6:38c0:93a1, 2600:9000:26df:3800:2:5ad6:38c0:93a1, 2600:9000:26df:3c00:2:5ad6:38c0:93a1, 2600:9000:26df:a000:2:5ad6:38c0:93a1, 2600:9000:26df:2000:2:5ad6:38c0:93a1, 2600:9000:26df:e600:2:5ad6:38c0:93a1","ns-556.awsdns-05.net, ns-1345.awsdns-40.org, ns-1774.awsdns-29.co.uk, ns-460.awsdns-57.com",
,webauthor.originenergy.com.au,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d1kmzj8wycvyvn.cloudfront.net,,,,,
,webbrief.originenergy.com.au,119.9.38.129,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,webconf.originenergy.com.au,203.20.196.72,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,webmail.originenergy.com.au,203.20.195.60,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,wpengine-dns-prod.origindigital-pac.com.au,"52.65.90.82, 3.104.148.115","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"oexmas21.wpengine.com, lbmaster-96835.wpengine.com, cluster96-elbwpeel-1nz7gbgtc790h-1381853909.ap-southeast-2.elb.amazonaws.com",,,,,
,www.csc.originenergy.com.au,203.20.192.33,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,www.originenergy.com.au,"52.222.236.8, 52.222.236.38, 52.222.236.30, 52.222.236.36","ns-383.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d1ilckqk9cr8k7.cloudfront.net,,,,"ns-1046.awsdns-02.org, ns-1604.awsdns-08.co.uk, ns-383.awsdns-47.com, ns-762.awsdns-31.net",
,yoursay.originenergy.com.au,207.189.168.138,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,"reply.maritzcx-apac-t.mkt8300.com, mail7701.maritzcx-apac-t.mkt8300.com",v=spf1 mx a include:allegiancetech.com ~all,,,,,,,,
